"","Index","masterid","Threshold","BioThresh","Flow.Metric.Name","Quantile","Lower2","Upper2"
"238","csci","402MJCMHS","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"239","csci","402MTCUNF","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"240","csci","402PS0048","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"241","csci","SMC01567","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"242","csci","402SNPMCR","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"243","csci","402WE0536","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"244","csci","402WE0803","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"245","csci","402WER001","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"246","csci","403CE0156","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"247","csci","403R4S117","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"248","csci","403S01195","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"249","csci","403S05291","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"250","csci","403S06139","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"251","csci","403S06315","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"252","csci","403SPCNWS","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"253","csci","403STC009","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"254","csci","403STC016","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"255","csci","403STC024","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"256","csci","403STC025","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"257","csci","403STC026","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"258","csci","403STC064","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"259","csci","403STC070","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"260","csci","403STC071","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"261","csci","403STC090","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"262","csci","403STCEST","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"263","csci","403STCSSP","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
"264","csci","403WE0501","NATMed",0.79,"Spring recession magnitude",0.9,-51409.3499565775,2173.81217636572
