"","metric","ThresholdNAT_Lower","ThresholdNAT_Upper","ThresholdNATMed_Lower","ThresholdNATMed_Upper","ThresholdNATLow_Lower","ThresholdNATLow_Upper","ThresholdNATHigh_Lower","ThresholdNATHigh_Upper","ThresholdHB_Lower","ThresholdHB_Upper","ThresholdSB0_Lower","ThresholdSB0_Upper","ThresholdSB2_Lower","ThresholdSB2_Upper","n","Index","Hydro_endpoint","SmoothingFunc","Quantile"
"291","csci_Peak_10_18_0.7",-927.529894908782,5111.16964908627,-927.529894908782,5111.16964908627,-3397.79642865228,NA,-420.417315892686,780.463370072299,-3221.80411493753,6258.14235922089,-980.017532187585,5188.53357173014,-2856.06343170347,5422.5778695697,17273,"csci","Peak_10",18,"0.7"
"292","csci_Peak_2_18_0.7",-1798.25811911745,94.627062259192,-1798.25811911745,94.627062259192,-5432.63051264574,2162.64064727019,-258.939288285065,2.44094863276204,-5247.04199085277,215.126868809348,-1826.35522112897,102.139412016151,-1917.48304697747,126.07047600914,17980,"csci","Peak_2",18,"0.7"
"293","csci_Peak_5_18_0.7",-1682.21791943767,724.226037504042,-1682.21791943767,724.226037504042,-6829.50442994813,NA,-998.932863781357,260.152442607229,-2205.75798864846,4101.72154929391,-1716.45764428997,813.409343439694,-1820.62090444285,3253.73762081746,18999,"csci","Peak_5",18,"0.7"
"294","csci_SP_Mag_18_0.7",-46.8241860457954,233.702105536462,-46.8241860457954,233.702105536462,-109.494673630208,NA,NA,22.4398540898301,-93.3536017478675,313.46056392366,-50.7941314764523,238.470081942275,-62.4750302429699,253.663715218645,14103,"csci","SP_Mag",18,"0.7"
"295","csci_Wet_BFL_Mag_10_18_0.7",-11.7656933943956,9.87632476585361,-11.7656933943956,9.87632476585361,-15.1209539923143,29.7950605489506,-2.5727092340491,1.32499502423748,-14.1910865158618,28.2968444262687,-11.961980535456,10.074986525396,-12.5508576534697,10.7275200104916,79019,"csci","Wet_BFL_Mag_10",18,"0.7"
"296","csci_Wet_BFL_Mag_50_18_0.7",-231.684751581851,35.0874739599717,-231.684751581851,35.0874739599717,-266.891143796086,180.051369233682,-1.6262587424198,16.7284927885377,-257.004909299845,173.466987693582,-233.68591381363,36.7796604984042,-239.753751200114,43.5027590954027,143499,"csci","Wet_BFL_Mag_50",18,"0.7"
"297","csci_Q99_18_0.7",-279.06019570581,189.139205881073,-279.06019570581,189.139205881073,-1071.90956093755,NA,-149.960540758339,22.5565467683786,-1018.30213315341,NA,-301.518053488743,674.647540817204,-944.440586174056,NA,33828,"csci","Q99",18,"0.7"
"298","csci_DS_Mag_50_18_0.5",-8.48036328777131,2.18266557162018,-8.48036328777131,2.18266557162018,-24.396922345788,11.2348796069472,NA,NA,-19.3521009672444,9.26951616955056,-9.24571629750165,2.74989140583248,-11.5363012790217,4.53367797461407,14141,"csci","DS_Mag_50",18,"0.5"
"299","csci_FA_Mag_18_0.5",-21.9533202302729,29.9035397804238,-21.9533202302729,29.9035397804238,-91.769532893288,65.6146047005473,NA,NA,-77.0577908271337,56.4325878001757,-29.0795295401957,32.7376370977453,-45.5032127062212,39.858068002616,11590,"csci","FA_Mag",18,"0.5"
"300","csci_Peak_10_18_0.5",-311.029044212681,659.144052184561,-311.029044212681,659.144052184561,-944.420960203071,5307.10835806274,NA,NA,-760.19642116288,5082.87085622158,-356.1802988859,906.507242234028,-473.5778142943,1572.37782307841,17273,"csci","Peak_10",18,"0.5"
"301","csci_Peak_2_18_0.5",-11.8562604599252,1554.24621467702,-11.8562604599252,1554.24621467702,-1955.06775231475,107.135683292585,-3484.75236486388,NA,-393.689208170644,76.8403398082279,-3.5910086045063,1515.37398443633,-277.073527738526,19.434209643111,17980,"csci","Peak_2",18,"0.5"
"302","csci_Peak_5_18_0.5",-164.199910796881,146.19508794947,-164.199910796881,146.19508794947,-1783.00304859282,683.668262306107,-8942.44075399976,NA,-1656.47197666528,520.543473917421,-241.003918689751,189.268002856469,-1346.24393595721,288.430462521027,18999,"csci","Peak_5",18,"0.5"
"303","csci_SP_Mag_18_0.5",NA,7.86269079714569,NA,7.86269079714569,-66.3312764471247,256.6800242053,NA,NA,-50.7233019573679,235.105239526139,NA,0.927337199670178,-15.9778369801587,192.445904226599,14103,"csci","SP_Mag",18,"0.5"
"304","csci_Wet_BFL_Mag_10_18_0.5",-3.29455477152327,1.15255628630268,-3.29455477152327,1.15255628630268,-12.8703036000549,10.1904688399391,-27.763101461479,NA,-12.0572518581773,9.43223022434674,-2.87747022626124,0.68963876956081,-10.3325986826511,8.0487044420355,79019,"csci","Wet_BFL_Mag_10",18,"0.5"
"305","csci_Wet_BFL_Mag_50_18_0.5",-101.725029376585,NA,-101.725029376585,NA,-42.7105282923663,33.9712022052371,-123.290955886069,NA,-35.2252187709435,28.6626617737731,-4.60585738748292,12.5445050083976,-20.4176145606632,18.8823904800257,143499,"csci","Wet_BFL_Mag_50",18,"0.5"
"306","csci_Q99_18_0.5",-128.899879648094,3.22086987512251,-128.899879648094,3.22086987512251,-268.993346736504,594.007084461922,NA,NA,-224.810532926933,106.368913461875,-137.884124058427,11.9046438419433,-162.153176666103,35.8958508710471,33828,"csci","Q99",18,"0.5"
"307","csci_DS_Mag_50_18_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14141,"csci","DS_Mag_50",18,"0.1"
"308","csci_FA_Mag_18_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11590,"csci","FA_Mag",18,"0.1"
"309","csci_Peak_10_18_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17273,"csci","Peak_10",18,"0.1"
"310","csci_Peak_2_18_0.1",-3256.98374040403,NA,-3256.98374040403,NA,-2791.87052774729,NA,NA,NA,-2880.66132599934,NA,-3213.59260644143,NA,-3102.50955114689,NA,17980,"csci","Peak_2",18,"0.1"
"311","csci_Peak_5_18_0.1",NA,NA,NA,NA,-4201.98340867925,NA,NA,NA,-4579.74940343066,NA,NA,NA,NA,NA,18999,"csci","Peak_5",18,"0.1"
"312","csci_SP_Mag_18_0.1",NA,NA,NA,NA,NA,1985.78148967657,NA,NA,NA,2073.14744166468,NA,NA,NA,2240.20751871153,14103,"csci","SP_Mag",18,"0.1"
"313","csci_Wet_BFL_Mag_10_18_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79019,"csci","Wet_BFL_Mag_10",18,"0.1"
"314","csci_Wet_BFL_Mag_50_18_0.1",NA,NA,NA,NA,-135.44160809454,NA,NA,NA,-147.316456906279,NA,NA,NA,NA,NA,143499,"csci","Wet_BFL_Mag_50",18,"0.1"
"315","csci_Q99_18_0.1",NA,NA,NA,NA,-13448.3510730128,NA,NA,NA,-15019.3075414194,NA,NA,NA,NA,NA,33828,"csci","Q99",18,"0.1"
"316","csci_DS_Mag_50_18_0.3",NA,NA,NA,NA,-12.0187172198305,3.9467912461543,NA,NA,-8.81608698683535,1.64080998518173,NA,NA,NA,NA,14141,"csci","DS_Mag_50",18,"0.3"
"317","csci_FA_Mag_18_0.3",NA,NA,NA,NA,-64.2868357938329,35.3669314539573,NA,NA,-47.1515700245524,22.9450772059522,NA,NA,NA,NA,11590,"csci","FA_Mag",18,"0.3"
"318","csci_Peak_10_18_0.3",NA,NA,NA,NA,-372.366509309563,2144.7211535375,NA,NA,-175.768683636801,565.362113615178,NA,NA,NA,NA,17273,"csci","Peak_10",18,"0.3"
"319","csci_Peak_2_18_0.3",-2970.87894154,NA,-2970.87894154,NA,-251.741391387078,6.55299551044405,NA,NA,-29.383620029606,1468.25869413662,-1083.61079722938,NA,-961.775956362756,NA,17980,"csci","Peak_2",18,"0.3"
"320","csci_Peak_5_18_0.3",-4457.21559554055,5687.02739406837,-4457.21559554055,5687.02739406837,-257.229163853578,219.055430072229,-9220.50961907294,NA,-3501.82559139378,5447.38187378433,-4337.76504702685,5667.30668159862,-4049.85921224008,5608.0324858837,18999,"csci","Peak_5",18,"0.3"
"321","csci_SP_Mag_18_0.3",NA,2251.47996134701,NA,2251.47996134701,-17.5510527670994,186.067241755496,NA,NA,NA,4.49543872913353,NA,2218.15461764899,NA,2117.86508048704,14103,"csci","SP_Mag",18,"0.3"
"322","csci_Wet_BFL_Mag_10_18_0.3",-28.6302064105251,NA,-28.6302064105251,NA,-0.763193925749995,7.90436575173993,-31.4931613087976,NA,-4.41270013974338,1.36263884700582,-28.4471113132734,NA,-27.919583182809,NA,79019,"csci","Wet_BFL_Mag_10",18,"0.3"
"323","csci_Wet_BFL_Mag_50_18_0.3",-122.505044570312,NA,-122.505044570312,NA,-15.9938300177952,12.5257467861914,-147.233348909266,NA,-108.00305688918,106.120802965486,-121.199547321262,NA,-117.431136712438,NA,143499,"csci","Wet_BFL_Mag_50",18,"0.3"
"324","csci_Q99_18_0.3",-557.324867256075,NA,-557.324867256075,NA,-142.990656865508,21.3310192545816,-7949.85578363267,NA,-15.0452477300555,1188.09114696065,-547.094369981696,NA,-521.894459200138,NA,33828,"csci","Q99",18,"0.3"
"325","csci_DS_Mag_50_20_0.99",NA,20.5409830422268,NA,20.5409830422268,NA,53.0199500488242,NA,15.5610336488204,NA,51.2804434455483,NA,46.8854916205933,NA,48.0636379986066,14141,"csci","DS_Mag_50",20,"0.99"
"326","csci_FA_Mag_20_0.99",NA,266.269095157689,NA,266.269095157689,NA,857.231857245921,-180.388402261053,187.50068748554,NA,360.765508782845,NA,272.668086948915,NA,292.673762732424,11590,"csci","FA_Mag",20,"0.99"
"327","csci_Peak_10_20_0.99",-7078.80427102949,NA,-7078.80427102949,NA,-19904.2063454768,NA,-3609.15819809607,6093.00669430232,-7745.27601627355,NA,-7114.9793365186,NA,-7234.01375028256,NA,17273,"csci","Peak_10",20,"0.99"
"328","csci_Peak_2_20_0.99",NA,NA,NA,NA,NA,NA,-4338.6499965103,NA,NA,NA,NA,NA,NA,NA,17980,"csci","Peak_2",20,"0.99"
"329","csci_Peak_5_20_0.99",-19269.0923182851,NA,-19269.0923182851,NA,-21073.3993091957,NA,-17810.5862949459,NA,-20612.9875639449,NA,-19378.4359816827,NA,-19709.612236961,NA,18999,"csci","Peak_5",20,"0.99"
"330","csci_SP_Mag_20_0.99",-1084.01870933628,NA,-1084.01870933628,NA,NA,NA,-834.400961620354,NA,NA,NA,-1097.52168069123,NA,NA,NA,14103,"csci","SP_Mag",20,"0.99"
"331","csci_Wet_BFL_Mag_10_20_0.99",-86.1930106676923,43.7056634440995,-86.1930106676923,43.7056634440995,NA,63.3521103672957,-81.3433625084302,33.7868333860946,NA,57.2130149044057,-86.5455975169698,44.6248624932288,-87.5959033565476,47.5685230915988,79019,"csci","Wet_BFL_Mag_10",20,"0.99"
"332","csci_Wet_BFL_Mag_50_20_0.99",NA,192.366851444218,NA,192.366851444218,NA,NA,-365.639323868501,155.249668946094,NA,NA,NA,195.157374201852,NA,203.511748881636,143499,"csci","Wet_BFL_Mag_50",20,"0.99"
"333","csci_Q99_20_0.99",-4307.01027020545,NA,-4307.01027020545,NA,-5173.31805094377,NA,-3758.56909247291,NA,-4925.56363826354,NA,-4353.24949648859,NA,-4496.96611898681,NA,33828,"csci","Q99",20,"0.99"
"334","csci_DS_Mag_50_20_0.9",NA,14.8014105407052,NA,14.8014105407052,NA,48.4015741648061,NA,9.74819725116512,NA,45.6084104978376,NA,15.2316568920311,NA,16.6576583684702,14141,"csci","DS_Mag_50",20,"0.9"
"335","csci_FA_Mag_20_0.9",-135.332350476428,96.1887014524177,-135.332350476428,96.1887014524177,NA,293.684877196096,-49.3010058408322,62.9768235428913,NA,276.590082239453,-143.254575235827,102.343897369795,NA,237.281988589537,11590,"csci","FA_Mag",20,"0.9"
"336","csci_Peak_10_20_0.9",-3628.39384383304,NA,-3628.39384383304,NA,-19738.4565906385,NA,-1274.33335124519,5824.41700659639,-19267.9221358479,NA,-7025.05588846544,NA,-7223.56002330322,NA,17273,"csci","Peak_10",20,"0.9"
"337","csci_Peak_2_20_0.9",-3394.20401529536,2062.70062940564,-3394.20401529536,2062.70062940564,-4481.17834787842,2222.24428720827,-1605.62167970449,121.901773787874,-4238.76196276305,2184.90011089517,-3484.35089989968,2073.7795733009,-3719.14178653946,2105.79730323256,17980,"csci","Peak_2",20,"0.9"
"338","csci_Peak_5_20_0.9",-18172.492922529,NA,-18172.492922529,NA,-19508.56058752,NA,-1437.4512372929,2893.84012605514,-19125.3016324019,NA,-18251.1422825384,NA,-18481.1787131522,NA,18999,"csci","Peak_5",20,"0.9"
"339","csci_SP_Mag_20_0.9",-313.318978504628,NA,-313.318978504628,NA,-1053.44517420303,NA,-133.531925357171,347.268429645377,-1012.92239540714,NA,-340.522057350397,NA,-908.705925536635,NA,14103,"csci","SP_Mag",20,"0.9"
"340","csci_Wet_BFL_Mag_10_20_0.9",-83.0734715581419,28.7156620758979,-83.0734715581419,28.7156620758979,-87.2479319209226,36.9758914918289,-12.6211973231508,12.1857073495632,-86.2449097628034,34.7251413070323,-83.3524566507875,29.239326411848,-84.1695285223259,30.7401366421564,79019,"csci","Wet_BFL_Mag_10",20,"0.9"
"341","csci_Wet_BFL_Mag_50_20_0.9",NA,138.794235143775,NA,138.794235143775,NA,188.880232854633,-286.847474679897,89.6351052241609,NA,176.813329417034,NA,142.127812835432,NA,151.905029523105,143499,"csci","Wet_BFL_Mag_50",20,"0.9"
"342","csci_Q99_20_0.9",-1111.62753488716,NA,-1111.62753488716,NA,-4405.20954023334,NA,-889.332698486933,NA,-4269.02659064848,NA,-3912.1595918351,NA,-4010.9232054582,NA,33828,"csci","Q99",20,"0.9"
"343","csci_DS_Mag_50_20_0.7",-20.8845992412473,9.76048192639081,-20.8845992412473,9.76048192639081,NA,16.9890039365408,-8.40435429949994,2.51755323924935,NA,15.0472574646332,-22.098878328462,10.2029901604737,-25.7668438098546,11.5021559657541,14141,"csci","DS_Mag_50",20,"0.7"
"344","csci_FA_Mag_20_0.7",-62.2998904486759,57.0119285684802,-62.2998904486759,57.0119285684802,-120.014698820834,263.36335592898,-0.42062359806412,33.6997083806994,-104.348337173588,91.1007231674314,-65.8720047059746,58.8259203798649,-76.320372873396,64.6590906581698,11590,"csci","FA_Mag",20,"0.7"
"345","csci_Peak_10_20_0.7",-987.037726762816,5249.56541576213,-987.037726762816,5249.56541576213,-3428.24782119738,5966.359742348,-402.21508740934,673.999330606857,-3289.45260150167,5790.09491167921,-1038.01659464218,5301.5203560779,-1234.04766865808,5444.58799623153,17273,"csci","Peak_10",20,"0.7"
"346","csci_Peak_2_20_0.7",-1777.30309870045,92.3009287824004,-1777.30309870045,92.3009287824004,-5337.63871889946,2160.47409092469,-259.112243776967,2.91898439310068,-5136.63568967842,214.450781846236,-1799.86288463889,99.6391620229357,-1871.13340800848,123.154758351569,17980,"csci","Peak_2",20,"0.7"
"347","csci_Peak_5_20_0.7",-1684.17129274931,2935.07223847012,-1684.17129274931,2935.07223847012,-6900.08827587035,NA,-439.490799054014,241.329798916923,-2132.55122380982,4031.42160057003,-1715.35417433873,3013.86933890893,-1809.87197790002,3249.4684755843,18999,"csci","Peak_5",20,"0.7"
"348","csci_SP_Mag_20_0.7",-47.945329268978,233.835686895168,-47.945329268978,233.835686895168,-113.398183538469,NA,NA,19.6303964552996,-96.9872719883503,317.144356710919,-52.15503606615,238.223589203206,-64.5604668271451,252.295994516379,14103,"csci","SP_Mag",20,"0.7"
"349","csci_Wet_BFL_Mag_10_20_0.7",-11.5385106750039,9.87734859698638,-11.5385106750039,9.87734859698638,-14.2964013885197,29.849761629284,-2.60747230024967,1.37696515632202,-13.5649365717162,28.3557241495233,-11.7063315582829,10.074594605752,-12.2066602432388,10.7166470755119,79019,"csci","Wet_BFL_Mag_10",20,"0.7"
"350","csci_Wet_BFL_Mag_50_20_0.7",-230.52802558109,34.5320323900237,-230.52802558109,34.5320323900237,-265.061734703335,180.384011109482,-1.6866732126738,16.7790772618246,-255.433495640839,173.926915973532,-232.503181561659,36.1106493795897,-238.487159186715,42.4269569907404,143499,"csci","Wet_BFL_Mag_50",20,"0.7"
"351","csci_Q99_20_0.7",-289.65991451976,200.198918954474,-289.65991451976,200.198918954474,-1076.0844117404,NA,-149.851512857899,24.7665965800366,-1021.42654855948,NA,-922.43038138139,672.858610218638,-946.806507575473,NA,33828,"csci","Q99",20,"0.7"
"352","csci_DS_Mag_50_20_0.5",-8.46704924891686,2.17662132463759,-8.46704924891686,2.17662132463759,-24.3785034777289,11.2552481376321,NA,NA,-19.3221425173597,9.27497539894187,-9.22664394600521,2.74444207914117,-11.5017420136316,4.53794904553236,14141,"csci","DS_Mag_50",20,"0.5"
"353","csci_FA_Mag_20_0.5",-22.4738389214323,29.9059637269823,-22.4738389214323,29.9059637269823,-91.3083788650805,65.7165376827753,NA,NA,-76.2525452706581,56.4566946967873,-29.2606259226952,32.6818029780327,-44.8765439292083,39.7341347585409,11590,"csci","FA_Mag",20,"0.5"
"354","csci_Peak_10_20_0.5",-286.377971464619,612.531462253523,-286.377971464619,612.531462253523,-1008.1983230472,5433.82161531867,NA,NA,-800.89236671295,5240.63956969197,-337.597723718281,723.975301779121,-472.107369010023,2195.25894017692,17273,"csci","Peak_10",20,"0.5"
"355","csci_Peak_2_20_0.5",-10.3079087285261,1545.52451001995,-10.3079087285261,1545.52451001995,-1885.22709726515,102.950327515403,NA,NA,-396.466719251415,74.1173786231927,-2.33654179124989,1510.5161763363,-279.507732229679,19.6801729494374,17980,"csci","Peak_2",20,"0.5"
"356","csci_Peak_5_20_0.5",-190.027170713367,121.459050911761,-190.027170713367,121.459050911761,-1786.57119905126,3170.91908416246,-8924.71434166426,NA,-1673.44643045215,560.751674987516,-254.432325500209,165.148450405563,-1393.9633424227,271.059372608121,18999,"csci","Peak_5",20,"0.5"
"357","csci_SP_Mag_20_0.5",NA,8.62898618945749,NA,8.62898618945749,-67.3246711480672,253.54729561163,NA,NA,-50.9993867558403,234.49115383372,NA,1.98862420998578,-14.8605335751441,195.987176659702,14103,"csci","SP_Mag",20,"0.5"
"358","csci_Wet_BFL_Mag_10_20_0.5",-3.35907998819753,1.15843841378368,-3.35907998819753,1.15843841378368,-12.6085813550135,10.2118786623773,-27.8562936018502,NA,-11.8473973334903,9.41612384919639,-2.96044616641741,0.652589849478776,-10.2359340578899,8.00180593141119,79019,"csci","Wet_BFL_Mag_10",20,"0.5"
"359","csci_Wet_BFL_Mag_50_20_0.5",-100.569183717394,113.501078578904,-100.569183717394,113.501078578904,-42.2448548184915,33.5745194130113,-122.3580742716,NA,-35.2064717359332,28.608080160225,-5.12504408999498,12.7051982105214,-21.324871753088,18.8775707030315,143499,"csci","Wet_BFL_Mag_50",20,"0.5"
"360","csci_Q99_20_0.5",-125.325559254093,4.28529066701655,-125.325559254093,4.28529066701655,-279.584035938159,591.808101517252,-4754.21111670214,NA,-226.81594980035,103.606422749573,-134.708151392128,12.9160049798697,-160.080426005678,36.5130446385156,33828,"csci","Q99",20,"0.5"
"361","csci_DS_Mag_50_20_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14141,"csci","DS_Mag_50",20,"0.1"
"362","csci_FA_Mag_20_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11590,"csci","FA_Mag",20,"0.1"
"363","csci_Peak_10_20_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17273,"csci","Peak_10",20,"0.1"
"364","csci_Peak_2_20_0.1",NA,NA,NA,NA,-2854.20425904366,NA,NA,NA,-2977.01241375658,NA,NA,NA,-3356.68302067262,NA,17980,"csci","Peak_2",20,"0.1"
"365","csci_Peak_5_20_0.1",NA,NA,NA,NA,-4247.40883207394,NA,NA,NA,-4573.81114700956,NA,NA,NA,NA,NA,18999,"csci","Peak_5",20,"0.1"
"366","csci_SP_Mag_20_0.1",NA,NA,NA,NA,NA,1981.73798751641,NA,NA,NA,2076.15124696813,NA,NA,NA,2257.59258921102,14103,"csci","SP_Mag",20,"0.1"
"367","csci_Wet_BFL_Mag_10_20_0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79019,"csci","Wet_BFL_Mag_10",20,"0.1"
"368","csci_Wet_BFL_Mag_50_20_0.1",NA,NA,NA,NA,-135.554475292575,NA,NA,NA,-147.674261262877,NA,NA,NA,NA,NA,143499,"csci","Wet_BFL_Mag_50",20,"0.1"
"369","csci_Q99_20_0.1",NA,NA,NA,NA,-13489.8295995018,NA,NA,NA,-15193.6517265724,NA,NA,NA,NA,NA,33828,"csci","Q99",20,"0.1"
"370","csci_DS_Mag_50_20_0.3",NA,NA,NA,NA,-12.0155121807542,3.95083154691133,NA,NA,-8.81721801371932,1.63829806752187,NA,NA,NA,NA,14141,"csci","DS_Mag_50",20,"0.3"
"371","csci_FA_Mag_20_0.3",NA,NA,NA,NA,-63.7042954838936,35.2696207506895,NA,NA,-46.7495019793713,23.0009025189904,NA,NA,NA,NA,11590,"csci","FA_Mag",20,"0.3"
"372","csci_Peak_10_20_0.3",NA,NA,NA,NA,-365.772551325095,2477.51448043476,NA,NA,-156.759648898037,587.637693939491,NA,NA,NA,NA,17273,"csci","Peak_10",20,"0.3"
"373","csci_Peak_2_20_0.3",-998.185627030128,NA,-998.185627030128,NA,-253.465305121919,8.23365221348579,NA,NA,-26.4635761553827,1490.71317879277,-955.656210487061,NA,-883.894222180835,NA,17980,"csci","Peak_2",20,"0.3"
"374","csci_Peak_5_20_0.3",-4661.57356337248,5690.11040701722,-4661.57356337248,5690.11040701722,-265.427408803629,189.594058412402,-9150.76548927822,NA,-3545.00284639125,5416.69355564654,-4590.90284285826,5667.58469463095,-4401.41469713985,5599.89945523241,18999,"csci","Peak_5",20,"0.3"
"375","csci_SP_Mag_20_0.3",NA,2261.10867889994,NA,2261.10867889994,-16.1359896958164,188.526846639433,NA,NA,NA,6.58554570224842,NA,2217.36058390086,NA,2087.25470605678,14103,"csci","SP_Mag",20,"0.3"
"376","csci_Wet_BFL_Mag_10_20_0.3",-28.5154703613492,NA,-28.5154703613492,NA,-0.695903793593442,7.84478699819205,-31.3258257984688,NA,-4.22860826347265,1.37093589865202,-28.3350301705697,NA,-27.8147458961796,NA,79019,"csci","Wet_BFL_Mag_10",20,"0.3"
"377","csci_Wet_BFL_Mag_50_20_0.3",-121.979315492693,NA,-121.979315492693,NA,-16.0533037965921,12.5189503833849,-146.974630247498,NA,-107.311286230485,104.889096687185,-120.660423041224,NA,-116.851665702659,NA,143499,"csci","Wet_BFL_Mag_50",20,"0.3"
"378","csci_Q99_20_0.3",-569.271767849871,NA,-569.271767849871,NA,-139.740103438154,21.5435933889113,-4780.58493221397,NA,-15.4508132468208,1191.0430489318,-557.155258838226,NA,-528.767491976931,NA,33828,"csci","Q99",20,"0.3"
