"","masterid","sampleyear","MetricValue","deltah_final","hydro.endpoints","ChannelType","csci_Incr","RelChangeInDeltaINC","Threshold","Lower2","Upper2","NoFlowProblem","HealthyCSCI","RelChangeInDelta","Categories","MaxScore"
"1305","SMC05296",2012,0.93834398,-359.327943223443,"Peak_2","NAT",1.03834398,0,"NAT",0,0,"No","Yes",100,"Type X",0.93834398
"1306","901M14138",2017,0.80679255,-121.866995670996,"Peak_2","NAT",0.90679255,0,"NAT",0,0,"No","Yes",100,"Type X",0.80679255
"1307","404M07362",2017,0.38852855,327.684121045622,"Peak_2","NAT",0.48852855,0,"NAT",0,0,"No","No",100,"Type D",0.38852855
"1308","801M12611",2015,0.46342111,-7943.91201298701,"Peak_2","SB2",0.56342111,0,"NAT",0,0,"No","No",100,"Type D",0.46342111
"1309","902M18864",2015,1.06967041,-46.5962695637696,"Peak_2","NAT",1.16967041,0,"NAT",0,0,"No","Yes",100,"Type X",1.06967041
"1310","907BCT",2014,0.9583806,-27.3082684220542,"Peak_2","NAT",1.0583806,0,"NAT",0,0,"No","Yes",100,"Type X",0.9583806
"1311","SMC02270",2010,0.63508318,13.0389022644022,"Peak_2","HB",0.73508318,0,"NAT",0,0,"No","No",100,"Type D",0.63508318
"1312","SMC02284",2013,0.41568411,66.0324040959042,"Peak_2","HB",0.51568411,0,"NAT",0,0,"No","No",100,"Type D",0.41568411
"1313","801M16916",2016,0.73325394,-2623.22954229105,"Peak_2","NAT",0.83325394,0,"NAT",0,0,"No","No",100,"Type D",0.73325394
"1314","909M24969",2020,0.99437135,-7.69732484182486,"Peak_2","NAT",1.09437135,0,"NAT",0,0,"No","Yes",100,"Type X",0.99437135
"1315","SMC01278",2021,0.37555803,-68.7247294372293,"Peak_2","HB",0.47555803,0,"NAT",0,0,"No","No",100,"Type D",0.37555803
"1316","SMC09534",2018,0.41038968,-410.214877455878,"Peak_2","HB",0.51038968,0,"NAT",0,0,"No","No",100,"Type D",0.41038968
"1317","SMC16169",2015,0.79950826,209.354266067267,"Peak_2","NAT",0.89950826,0,"NAT",0,0,"No","Yes",100,"Type X",0.79950826
"1318","403M05758",2015,0.79569974,-327.476374625374,"Peak_2","NAT",0.89569974,0,"NAT",0,0,"No","Yes",100,"Type X",0.79569974
"1319","904M21720",2015,0.75104196,830.495907592405,"Peak_2","NAT",0.85104196,0,"NAT",0,0,"No","No",100,"Type D",0.75104196
"1320","SMC00729",2009,0.68295207,-11.0302923742924,"Peak_2","NAT",0.78295207,0,"NAT",0,0,"No","No",100,"Type D",0.68295207
"1321","SMC03737",2012,0.52039334,-99.2972569097569,"Peak_2","HB",0.62039334,0,"NAT",0,0,"No","No",100,"Type D",0.52039334
"1322","SMC09564",2010,0.61535722,-353.971951714952,"Peak_2","SB0",0.71535722,0,"NAT",0,0,"No","No",100,"Type D",0.61535722
"1323","SMC11181",2011,0.50949656,73.4874663669665,"Peak_2","HB",0.60949656,0,"NAT",0,0,"No","No",100,"Type D",0.50949656
"1324","403M01580",2019,0.54860281,-2289.24841924741,"Peak_2","NAT",0.64860281,0,"NAT",0,0,"No","No",100,"Type D",0.54860281
"1325","906M21790",2020,0.72709217,-3.62835164835165,"Peak_2","NAT",0.82709217,0,"NAT",0,0,"No","No",100,"Type D",0.72709217
"1326","SMC16980",2011,0.99551735,-94.853621045621,"Peak_2","NAT",1.09551735,0,"NAT",0,0,"No","Yes",100,"Type X",0.99551735
"1327","911TJWIL3",2019,1.1842725,-107.236503496503,"Peak_2","NAT",1.2842725,0,"NAT",0,0,"No","Yes",100,"Type X",1.1842725
"1328","SMC00693",2010,0.87183844,-174.591982184482,"Peak_2","NAT",0.97183844,0,"NAT",0,0,"No","Yes",100,"Type X",0.87183844
"1329","SMC02228",2009,0.57329829,-631.680372127872,"Peak_2","HB",0.67329829,0,"NAT",0,0,"No","No",100,"Type D",0.57329829
"1330","SMC01990",2014,0.65620694,564.584732434234,"Peak_2","SB0",0.75620694,0,"NAT",0,0,"No","No",100,"Type D",0.65620694
"1331","SMC02644",2011,0.59386304,546.226390609391,"Peak_2","SB0",0.69386304,0,"NAT",0,0,"No","No",100,"Type D",0.59386304
"1332","SMC06714",2010,0.60480512,436.83016983017,"Peak_2","NAT",0.70480512,0,"NAT",0,0,"No","No",100,"Type D",0.60480512
"1333","SMC00446",2010,0.47742784,943.417759906759,"Peak_2","SB0",0.57742784,0,"NAT",0,0,"No","No",100,"Type D",0.47742784
"1334","SMC00958",2011,0.25463411,45.9622788877789,"Peak_2","SB2",0.35463411,0,"NAT",0,0,"No","No",100,"Type D",0.25463411
"1335","402M00090",2020,0.90842106,-139.990106393606,"Peak_2","NAT",1.00842106,0,"NAT",0,0,"No","Yes",100,"Type X",0.90842106
"1336","402M00130",2020,0.88723256,-1593.0468969364,"Peak_2","NAT",0.98723256,0,"NAT",0,0,"No","Yes",100,"Type X",0.88723256
"1337","905M21791",2020,0.75737313,-164.164258075258,"Peak_2","NAT",0.85737313,0,"NAT",0,0,"No","No",100,"Type D",0.75737313
"1338","SMC01413",2012,0.8784077,94.8342266067267,"Peak_2","NAT",0.9784077,0,"NAT",0,0,"No","Yes",100,"Type X",0.8784077
"1339","SMC04383",2014,0.80194072,-78.1159640359639,"Peak_2","NAT",0.90194072,0,"NAT",0,0,"No","Yes",100,"Type X",0.80194072
"1340","SMC07126",2012,0.33340554,-367.773214452215,"Peak_2","NAT",0.43340554,0,"NAT",0,0,"No","No",100,"Type D",0.33340554
"1341","SMC01151",2009,0.53843942,-2652.34209407259,"Peak_2","NAT",0.63843942,0,"NAT",0,0,"No","No",100,"Type D",0.53843942
"1342","SMC01358",2011,0.3957801,-2084.69726839827,"Peak_2","HB",0.4957801,0,"NAT",0,0,"No","No",100,"Type D",0.3957801
"1343","SMC08655",2012,1.08139288,-151.569726273726,"Peak_2","SB1",1.18139288,0,"NAT",0,0,"No","Yes",100,"Type X",1.08139288
"1344","412M08632",2017,0.36662216,181.375130702631,"Peak_2","HB",0.46662216,0,"NAT",0,0,"No","No",100,"Type D",0.36662216
"1345","SMC01934",2012,0.56873842,193.110598568099,"Peak_2","SB2",0.66873842,0,"NAT",0,0,"No","No",100,"Type D",0.56873842
"1346","SMC02563",2014,0.48340097,43.5681575091576,"Peak_2","SB2",0.58340097,0,"NAT",0,0,"No","No",100,"Type D",0.48340097
"1347","SMC02933",2010,0.70301712,-525.20773959374,"Peak_2","NAT",0.80301712,0,"NAT",0,0,"No","No",100,"Type D",0.70301712
"1348","SMC05230",2012,0.63611972,-7888.27771495171,"Peak_2","SB2",0.73611972,0,"NAT",0,0,"No","No",100,"Type D",0.63611972
"1349","402M00030",2017,0.63489086,-110.380182983683,"Peak_2","NAT",0.73489086,0,"NAT",0,0,"No","No",100,"Type D",0.63489086
"1350","402M00029",2016,0.35406609,-511.875061938061,"Peak_2","NAT",0.45406609,0,"NAT",0,0,"No","No",100,"Type D",0.35406609
"1351","910M24979",2021,0.66146495,-257.561025974026,"Peak_2","NAT",0.76146495,0,"NAT",0,0,"No","No",100,"Type D",0.66146495
"1352","404M07375",2019,0.83971421,1462.74963819513,"Peak_2","NAT",0.93971421,0,"NAT",0,0,"No","Yes",100,"Type X",0.83971421
"1353","905M21789",2020,0.75918438,477.626798867799,"Peak_2","NAT",0.85918438,0,"NAT",0,0,"No","No",100,"Type D",0.75918438
"1354","SMC08766",2018,0.31658032,-410.214877455878,"Peak_2","HB",0.41658032,0,"NAT",0,0,"No","No",100,"Type D",0.31658032
"1355","SMC04748",2009,0.67808034,-421.190207459208,"Peak_2","NAT",0.77808034,0,"NAT",0,0,"No","No",100,"Type D",0.67808034
"1356","SMC06188",2014,1.06242093,-56.9820471195471,"Peak_2","SB1",1.16242093,0,"NAT",0,0,"No","Yes",100,"Type X",1.06242093
"1357","SMC00436",2017,0.62060885,-363.069322344322,"Peak_2","HB",0.72060885,0,"NAT",0,0,"No","No",100,"Type D",0.62060885
"1358","SMC16446",2012,0.79919466,-98.4056327006326,"Peak_2","NAT",0.89919466,0,"NAT",0,0,"No","Yes",100,"Type X",0.79919466
"1359","405M10598",2021,0.447197,-34.979111055611,"Peak_2","HB",0.547197,0,"NAT",0,0,"No","No",100,"Type D",0.447197
"1360","SMC04264",2021,0.3979169,-293.746520979021,"Peak_2","NAT",0.4979169,0,"NAT",0,0,"No","No",100,"Type D",0.3979169
"1361","403M01575",2020,0.81270907,-59.4921182151182,"Peak_2","NAT",0.91270907,0,"NAT",0,0,"No","Yes",100,"Type X",0.81270907
"1362","SMC13630",2020,0.38264821,-410.214877455878,"Peak_2","HB",0.48264821,0,"NAT",0,0,"No","No",100,"Type D",0.38264821
"1363","408M03005",2015,0.69308165,-35.6943488178488,"Peak_2","HB",0.79308165,0,"NAT",0,0,"No","No",100,"Type D",0.69308165
"1364","SMC01201",2010,0.8492468,-55.4725284715284,"Peak_2","NAT",0.9492468,0,"NAT",0,0,"No","Yes",100,"Type X",0.8492468
"1365","402M00043",2016,0.77673276,-79.0901521811521,"Peak_2","NAT",0.87673276,0,"NAT",0,0,"No","No",100,"Type D",0.77673276
"1366","412M08643",2018,0.34539529,-1440.19956443556,"Peak_2","HB",0.44539529,0,"NAT",0,0,"No","No",100,"Type D",0.34539529
"1367","402M00110",2019,0.86127107,-116.735296370296,"Peak_2","SB1",0.96127107,0,"NAT",0,0,"No","Yes",100,"Type X",0.86127107
"1368","SMC06216",2020,0.96084854,-137.260870795871,"Peak_2","NAT",1.06084854,0,"NAT",0,0,"No","Yes",100,"Type X",0.96084854
"1369","902M18929",2021,0.89806129,380.021324508825,"Peak_2","NAT",0.99806129,0,"NAT",0,0,"No","Yes",100,"Type X",0.89806129
"1370","SMC16832",2018,0.30532013,-410.214877455878,"Peak_2","HB",0.40532013,0,"NAT",0,0,"No","No",100,"Type D",0.30532013
"1371","903M20177",2017,0.78215159,-92.9104202464202,"Peak_2","NAT",0.88215159,0,"NAT",0,0,"No","No",100,"Type D",0.78215159
"1372","901M14126",2016,0.59178416,8.27194605394605,"Peak_2","NAT",0.69178416,0,"NAT",0,0,"No","No",100,"Type D",0.59178416
"1373","904M21764",2018,0.45753471,1431.47526273726,"Peak_2","NAT",0.55753471,0,"NAT",0,0,"No","No",100,"Type D",0.45753471
"1374","SMC00910",2009,0.54781505,-36.0844438894439,"Peak_2","SB0",0.64781505,0,"NAT",0,0,"No","No",100,"Type D",0.54781505
"1375","SMC01049",2014,0.64079334,26.8126585081584,"Peak_2","NAT",0.74079334,0,"NAT",0,0,"No","No",100,"Type D",0.64079334
"1376","SMC02712",2012,0.91005712,-24.7770371295372,"Peak_2","NAT",1.01005712,0,"NAT",0,0,"No","Yes",100,"Type X",0.91005712
"1377","SMC05702",2010,0.51430547,496.535230769232,"Peak_2","NAT",0.61430547,0,"NAT",0,0,"No","No",100,"Type D",0.51430547
"1378","SMC05902",2011,0.54576501,-346.794152680652,"Peak_2","HB",0.64576501,0,"NAT",0,0,"No","No",100,"Type D",0.54576501
"1379","SMC00198",2021,0.78614815,44.0181100566101,"Peak_2","NAT",0.88614815,0,"NAT",0,0,"No","No",100,"Type D",0.78614815
"1380","402M00191",2022,0.85109692,-104.268286047286,"Peak_2","NAT",0.95109692,0,"NAT",0,0,"No","Yes",100,"Type X",0.85109692
"1381","SMC17432",2021,0.37948423,-410.214877455878,"Peak_2","HB",0.47948423,0,"NAT",0,0,"No","No",100,"Type D",0.37948423
"1382","SMC00710",2022,0.66050361,290.074602897103,"Peak_2","NAT",0.76050361,0,"NAT",0,0,"No","No",100,"Type D",0.66050361
"1383","SMC04008",2012,0.82131893,-76.3765815850816,"Peak_2","SB1",0.92131893,0,"NAT",0,0,"No","Yes",100,"Type X",0.82131893
"1384","SMC04132",2012,0.64231609,532.705243256742,"Peak_2","HB",0.74231609,0,"NAT",0,0,"No","No",100,"Type D",0.64231609
"1385","SMC04756",2014,0.65494459,-244.470278887779,"Peak_2","SB0",0.75494459,0,"NAT",0,0,"No","No",100,"Type D",0.65494459
"1386","SMC05109",2014,0.58092846,-360.695555111555,"Peak_2","NAT",0.68092846,0,"NAT",0,0,"No","No",100,"Type D",0.58092846
"1387","801EBC126",2008,0.51904241,-37.0520271395272,"Peak_2","NAT",0.61904241,0,"NAT",0,0,"No","No",100,"Type D",0.51904241
"1388","802HYC496",2008,0.86759659,-13.8272683982684,"Peak_2","NAT",0.96759659,0,"NAT",0,0,"No","Yes",100,"Type X",0.86759659
"1389","801SAN068",2008,0.81384627,1912.65127522477,"Peak_2","NAT",0.91384627,0,"NAT",0,0,"No","Yes",100,"Type X",0.81384627
"1390","801STC071",2008,0.67051649,-246.606396603396,"Peak_2","NAT",0.77051649,0,"NAT",0,0,"No","No",100,"Type D",0.67051649
"1391","801XXX118",2008,0.73455533,-62.6370752580753,"Peak_2","NAT",0.83455533,0,"NAT",0,0,"No","No",100,"Type D",0.73455533
"1392","801STC149",2008,0.92506659,595.802514652014,"Peak_2","NAT",1.02506659,0,"NAT",0,0,"No","Yes",100,"Type X",0.92506659
"1393","801SJR159",2007,0.42759394,-66.9771741591742,"Peak_2","NAT",0.52759394,0,"NAT",0,0,"No","No",100,"Type D",0.42759394
"1394","801SAR165",2008,0.6596796,-2641.20946570097,"Peak_2","SB0",0.7596796,0,"NAT",0,0,"No","No",100,"Type D",0.6596796
"1395","801STW613",2009,0.54734921,-102.620620712621,"Peak_2","NAT",0.64734921,0,"NAT",0,0,"No","No",100,"Type D",0.54734921
"1396","402M00015",2016,0.69814951,-146.020461704961,"Peak_2","NAT",0.79814951,0,"NAT",0,0,"No","No",100,"Type D",0.69814951
"1397","SMC19945",2013,0.99119816,-151.569726273726,"Peak_2","NAT",1.09119816,0,"NAT",0,0,"No","Yes",100,"Type X",0.99119816
"1398","SMC21921",2013,0.3158459,73.4874663669665,"Peak_2","HB",0.4158459,0,"NAT",0,0,"No","No",100,"Type D",0.3158459
"1399","SMC20994",2013,0.54383597,-346.794152680652,"Peak_2","HB",0.64383597,0,"NAT",0,0,"No","No",100,"Type D",0.54383597
"1400","SMC19809",2013,0.94319412,-78.1159640359639,"Peak_2","NAT",1.04319412,0,"NAT",0,0,"No","Yes",100,"Type X",0.94319412
"1401","SMC21796",2013,0.49156904,104.021104895105,"Peak_2","HB",0.59156904,0,"NAT",0,0,"No","No",100,"Type D",0.49156904
"1402","SMC35697",2010,0.80361567,-1626.9310909091,"Peak_2","NAT",0.90361567,0,"NAT",0,0,"No","Yes",100,"Type X",0.80361567
"1403","SMC33179",2013,0.97632378,-1361.67464552115,"Peak_2","NAT",1.07632378,0,"NAT",0,0,"No","Yes",100,"Type X",0.97632378
"1404","SMC32718",2010,0.80344582,-584.848553446554,"Peak_2","NAT",0.90344582,0,"NAT",0,0,"No","Yes",100,"Type X",0.80344582
"1405","ME-SCR",2018,0.63308828,-2433.15351232101,"Peak_2","NAT",0.73308828,0,"NAT",0,0,"No","No",100,"Type D",0.63308828
"1406","404M04674",2019,0.43666498,-205.620546287046,"Peak_2","SB2",0.53666498,0,"NAT",0,0,"No","No",100,"Type D",0.43666498
"1407","801M12675",2019,0.49640118,-7943.91201298701,"Peak_2","SB0",0.59640118,0,"NAT",0,0,"No","No",100,"Type D",0.49640118
"1408","901M14149",2019,0.65647705,844.485318181818,"Peak_2","NAT",0.75647705,0,"NAT",0,0,"No","No",100,"Type D",0.65647705
"1409","402M00058",2019,0.74653736,-105.320462870463,"Peak_2","NAT",0.84653736,0,"NAT",0,0,"No","No",100,"Type D",0.74653736
"1410","402M00114",2018,0.84854225,1243.63397036297,"Peak_2","NAT",0.94854225,0,"NAT",0,0,"No","Yes",100,"Type X",0.84854225
"1411","907SDBOC2",2022,1.13751762,-172.546478045764,"Peak_2","NAT",1.23751762,0,"NAT",0,0,"No","Yes",100,"Type X",1.13751762
"1412","801BNC530",2014,0.81367679,-9.89190426240428,"Peak_2","NAT",0.91367679,0,"NAT",0,0,"No","Yes",100,"Type X",0.81367679
"1413","801CYC398",2016,1.03554731,-5.9819155844156,"Peak_2","SB1",1.13554731,0,"NAT",0,0,"No","Yes",100,"Type X",1.03554731
"1414","801SDC504",2012,0.38364989,112.151152514152,"Peak_2","SB1",0.48364989,0,"NAT",0,0,"No","No",100,"Type D",0.38364989
"1415","801STW051",2006,0.57490221,-98.1867629037629,"Peak_2","NAT",0.67490221,0,"NAT",0,0,"No","No",100,"Type D",0.57490221
"1416","903SLGRD2",2008,0.86832347,-78.2509353979354,"Peak_2","NAT",0.96832347,0,"NAT",0,0,"No","Yes",100,"Type X",0.86832347
"1417","907SSDR11",2008,0.75573851,-391.556302197802,"Peak_2","NAT",0.85573851,0,"NAT",0,0,"No","No",100,"Type D",0.75573851
"1418","907SDR1xx",1999,0.57828619,-367.363979853479,"Peak_2","NAT",0.67828619,0,"NAT",0,0,"No","No",100,"Type D",0.57828619
"1419","907M23385",2019,0.70125632,-391.556302197802,"Peak_2","NAT",0.80125632,0,"NAT",0,0,"No","No",100,"Type D",0.70125632
"1420","403WE0540",2017,0.87474137,-59.4921182151182,"Peak_2","NAT",0.97474137,0,"NAT",0,0,"No","Yes",100,"Type X",0.87474137
"1421","907M23367",2018,0.97591222,-172.546478045764,"Peak_2","NAT",1.07591222,0,"NAT",0,0,"No","Yes",100,"Type X",0.97591222
"1422","408BH5Cxx",2010,0.63007439,-76.3765815850816,"Peak_2","SB2",0.73007439,0,"NAT",0,0,"No","No",100,"Type D",0.63007439
"1423","904M21784",2019,0.66767341,28.855048118548,"Peak_2","HB",0.76767341,0,"NAT",0,0,"No","No",100,"Type D",0.66767341
"1424","904M21782",2019,0.51222084,-99.2972569097569,"Peak_2","HB",0.61222084,0,"NAT",0,0,"No","No",100,"Type D",0.51222084
"1425","801CBN012",2006,0.72571,-16.2481956376956,"Peak_2","NAT",0.82571,0,"NAT",0,0,"No","No",100,"Type D",0.72571
"1426","801CYC121",2007,0.78190452,-121.153275224775,"Peak_2","SB0",0.88190452,0,"NAT",0,0,"No","No",100,"Type D",0.78190452
"1427","907SDRS2x",1997,0.76250787,-367.363979853479,"Peak_2","SB0",0.86250787,0,"NAT",0,0,"No","No",100,"Type D",0.76250787
"1428","904M21761",2019,0.60729462,-15.3895634365635,"Peak_2","NAT",0.70729462,0,"NAT",0,0,"No","No",100,"Type D",0.60729462
"1429","903WE0900",2021,1.14732173,-27.4310096570097,"Peak_2","NAT",1.24732173,0,"NAT",0,0,"No","Yes",100,"Type X",1.14732173
"1430","402WE0803",2001,1.01464196,81.7825362970362,"Peak_2","NAT",1.11464196,0,"NAT",0,0,"No","Yes",100,"Type X",1.01464196
"1431","412BH1Axx",2010,0.54226137,-137.260870795871,"Peak_2","SB0",0.64226137,0,"NAT",0,0,"No","No",100,"Type D",0.54226137
"1432","801CJW027",2012,0.96782576,1197.06894788545,"Peak_2","NAT",1.06782576,0,"NAT",0,0,"No","Yes",100,"Type X",0.96782576
"1433","801RB8312",2017,0.71729343,-2522.70878388279,"Peak_2","NAT",0.81729343,0,"NAT",0,0,"No","No",100,"Type D",0.71729343
"1434","801S03971",2014,0.15266242,30.9366295371295,"Peak_2","SB2",0.25266242,0,"NAT",0,0,"No","No",100,"Type D",0.15266242
"1435","911NCPCR2",2010,1.16223701,-5.61314302364307,"Peak_2","NAT",1.26223701,0,"NAT",0,0,"No","Yes",100,"Type X",1.16223701
"1436","402MTCUNF",2012,1.13771921,-92.5432838827837,"Peak_2","NAT",1.23771921,0,"NAT",0,0,"No","Yes",100,"Type X",1.13771921
"1437","403S01195",2009,0.82824503,-40.4951433566434,"Peak_2","NAT",0.92824503,0,"NAT",0,0,"No","Yes",100,"Type X",0.82824503
"1438","403S06315",2012,0.92119231,-61.1535193140193,"Peak_2","NAT",1.02119231,0,"NAT",0,0,"No","Yes",100,"Type X",0.92119231
"1439","403STC026",2003,0.89572051,-62.4194975024976,"Peak_2","NAT",0.99572051,0,"NAT",0,0,"No","Yes",100,"Type X",0.89572051
"1440","403STCSSP",2003,0.74369945,-669.662331002331,"Peak_2","NAT",0.84369945,0,"NAT",0,0,"No","No",100,"Type D",0.74369945
"1441","412CE0104",2005,0.6547592,-631.680372127872,"Peak_2","HB",0.7547592,0,"NAT",0,0,"No","No",100,"Type D",0.6547592
"1442","902M20273",2019,0.92593446,-1375.49336646687,"Peak_2","NAT",1.02593446,0,"NAT",0,0,"No","Yes",100,"Type X",0.92593446
"1443","801BRC184",2014,1.04188077,-534.334702059845,"Peak_2","NAT",1.14188077,0,"NAT",0,0,"No","Yes",100,"Type X",1.04188077
"1444","801EBC686",2014,1.1396928,727.098961871461,"Peak_2","NAT",1.2396928,0,"NAT",0,0,"No","Yes",100,"Type X",1.1396928
"1445","802SWC020",2012,0.98514545,-5.80301931401934,"Peak_2","NAT",1.08514545,0,"NAT",0,0,"No","Yes",100,"Type X",0.98514545
"1446","405BH3Axx",2010,1.06619883,-205.869539294039,"Peak_2","NAT",1.16619883,0,"NAT",0,0,"No","Yes",100,"Type X",1.06619883
"1447","901ATCAAS",2021,0.9538041,-42.1822910422911,"Peak_2","NAT",1.0538041,0,"NAT",0,0,"No","Yes",100,"Type X",0.9538041
"1448","801ETC226",2014,1.21333757,0.00305161505160301,"Peak_2","NAT",1.31333757,0,"NAT",0,0,"No","Yes",100,"Type X",1.21333757
"1449","SMC35837",2021,0.90046808,-66.9771741591742,"Peak_2","NAT",1.00046808,0,"NAT",0,0,"No","Yes",100,"Type X",0.90046808
"1450","402MJCMHS",2014,1.06594289,-78.1159640359639,"Peak_2","NAT",1.16594289,0,"NAT",0,0,"No","Yes",100,"Type X",1.06594289
"1451","801WE1008",2021,0.96482749,-9.89190426240428,"Peak_2","NAT",1.06482749,0,"NAT",0,0,"No","Yes",100,"Type X",0.96482749
"1452","801S19486",2022,0.44006351,30.9366295371295,"Peak_2","SB2",0.54006351,0,"NAT",0,0,"No","No",100,"Type D",0.44006351
"1453","403R4S117",2016,0.67490588,37.9836941391942,"Peak_2","NAT",0.77490588,0,"NAT",0,0,"No","No",100,"Type D",0.67490588
"1454","403S06139",2012,0.51029031,-46.4349721944722,"Peak_2","NAT",0.61029031,0,"NAT",0,0,"No","No",100,"Type D",0.51029031
"1455","404R4S009",2015,0.57638369,733.92212037962,"Peak_2","NAT",0.67638369,0,"NAT",0,0,"No","No",100,"Type D",0.57638369
"1456","408CAL013",2001,0.53895274,-35.6943488178488,"Peak_2","HB",0.63895274,0,"NAT",0,0,"No","No",100,"Type D",0.53895274
"1457","911TJKTC5",2008,1.10395613,-34.17910989011,"Peak_2","NAT",1.20395613,0,"NAT",0,0,"No","Yes",100,"Type X",1.10395613
"1458","SMC04524",2017,1.217132,-4.91567432567434,"Peak_2","NAT",1.317132,0,"NAT",0,0,"No","Yes",100,"Type X",1.217132
"1459","403CE0156",2016,1.0017414,-104.461291375291,"Peak_2","NAT",1.1017414,0,"NAT",0,0,"No","Yes",100,"Type X",1.0017414
"1460","403SPCNWS",2014,1.10503938,-40.4951433566434,"Peak_2","NAT",1.20503938,0,"NAT",0,0,"No","Yes",100,"Type X",1.10503938
"1461","412LAR013",2005,0.6376696,-57.3207066267066,"Peak_2","NAT",0.7376696,0,"NAT",0,0,"No","No",100,"Type D",0.6376696
"1462","801M15530",2019,0.75069022,-19.515504995005,"Peak_2","NAT",0.85069022,0,"NAT",0,0,"No","No",100,"Type D",0.75069022
"1463","902SSMR05",2001,0.87841844,-1177.35938611389,"Peak_2","NAT",0.97841844,0,"NAT",0,0,"No","Yes",100,"Type X",0.87841844
"1464","901BCCSRT",2001,0.67092283,-21.2508213453213,"Peak_2","NAT",0.77092283,0,"NAT",0,0,"No","No",100,"Type D",0.67092283
"1465","901NP9LCC",2017,0.89145862,-5.6641914751915,"Peak_2","NAT",0.99145862,0,"NAT",0,0,"No","Yes",100,"Type X",0.89145862
"1466","903SLWVR1",2007,1.05026822,-174.591982184482,"Peak_2","NAT",1.15026822,0,"NAT",0,0,"No","Yes",100,"Type X",1.05026822
"1467","904CBESC5",2009,0.59112151,-125.904326506827,"Peak_2","NAT",0.69112151,0,"NAT",0,0,"No","No",100,"Type D",0.59112151
"1468","403STC024",2003,0.95187615,-88.187891108891,"Peak_2","NAT",1.05187615,0,"NAT",0,0,"No","Yes",100,"Type X",0.95187615
"1469","403STC071",2003,0.74658296,-269.825906498264,"Peak_2","NAT",0.84658296,0,"NAT",0,0,"No","No",100,"Type D",0.74658296
"1470","404S44642",2013,0.59724902,-0.805670995670993,"Peak_2","NAT",0.69724902,0,"NAT",0,0,"No","No",100,"Type D",0.59724902
"1471","405BH2Bxx",2010,1.0822758,-78.9161210456209,"Peak_2","SB1",1.1822758,0,"NAT",0,0,"No","Yes",100,"Type X",1.0822758
"1472","412WE0563",2001,1.15285363,-34.9383399933401,"Peak_2","NAT",1.25285363,0,"NAT",0,0,"No","Yes",100,"Type X",1.15285363
"1473","801RB8601",2009,0.31952121,419.745988344989,"Peak_2","HB",0.41952121,0,"NAT",0,0,"No","No",100,"Type D",0.31952121
"1474","902SCDLRx",2001,1.08473722,-46.5962695637696,"Peak_2","NAT",1.18473722,0,"NAT",0,0,"No","Yes",100,"Type X",1.08473722
"1475","905DGCC1x",2019,1.12430938,-90.2372282717282,"Peak_2","NAT",1.22430938,0,"NAT",0,0,"No","Yes",100,"Type X",1.12430938
"1476","402WER001",2003,1.08911356,-151.569726273726,"Peak_2","NAT",1.18911356,0,"NAT",0,0,"No","Yes",100,"Type X",1.08911356
"1477","901TCSMP1",2010,0.72845641,-8.20419114219116,"Peak_2","NAT",0.82845641,0,"NAT",0,0,"No","No",100,"Type D",0.72845641
"1478","905DGUT1x",2010,1.20601175,-56.9397254412255,"Peak_2","NAT",1.30601175,0,"NAT",0,0,"No","Yes",100,"Type X",1.20601175
"1479","911NP9UCW",2017,0.89686478,-24.6729721944722,"Peak_2","NAT",0.99686478,0,"NAT",0,0,"No","Yes",100,"Type X",0.89686478
"1480","403S05291",2010,1.12972371,-40.4951433566434,"Peak_2","NAT",1.22972371,0,"NAT",0,0,"No","Yes",100,"Type X",1.12972371
"1481","403STC090",2003,0.92532684,-83.970457875458,"Peak_2","SB2",1.02532684,0,"NAT",0,0,"No","Yes",100,"Type X",0.92532684
"1482","412LAR004",2005,0.34315656,181.375130702631,"Peak_2","HB",0.44315656,0,"NAT",0,0,"No","No",100,"Type D",0.34315656
"1483","801RB8494",2017,0.76319486,-2574.12365900766,"Peak_2","NAT",0.86319486,0,"NAT",0,0,"No","No",100,"Type D",0.76319486
"1484","403STC009",2003,1.02928517,-233.654823176823,"Peak_2","NAT",1.12928517,0,"NAT",0,0,"No","Yes",100,"Type X",1.02928517
"1485","403WE0891",2001,1.07390852,-51.0380213120213,"Peak_2","NAT",1.17390852,0,"NAT",0,0,"No","Yes",100,"Type X",1.07390852
"1486","801M15547",2019,0.61889923,768.084200299698,"Peak_2","NAT",0.71889923,0,"NAT",0,0,"No","No",100,"Type D",0.61889923
"1487","901SJMS1x",2008,1.06150813,1.63329520479518,"Peak_2","NAT",1.16150813,0,"NAT",0,0,"No","Yes",100,"Type X",1.06150813
"1488","901SJSMT2",2008,0.94873387,-73.1797555777556,"Peak_2","NAT",1.04873387,0,"NAT",0,0,"No","Yes",100,"Type X",0.94873387
"1489","901SMCSMR",2001,0.81984942,-9.2410760905761,"Peak_2","NAT",0.91984942,0,"NAT",0,0,"No","Yes",100,"Type X",0.81984942
"1490","904AHC004",2010,0.61083141,-7.20553513153514,"Peak_2","SB0",0.71083141,0,"NAT",0,0,"No","No",100,"Type D",0.61083141
"1491","907SDSVC3",2009,0.68156257,-123.794933899434,"Peak_2","NAT",0.78156257,0,"NAT",0,0,"No","No",100,"Type D",0.68156257
