"","masterid","Threshold","Index","Result","n"
"1484","907M23349","NATHigh","csci","UBVLS",1
"1485","907M23349","NATLow","csci","UBLS",4
"1486","907M23349","NATLow","csci","UBUS",5
"1487","907M23349","NATMed","csci","UBLS",7
"1488","907M23349","NATMed","csci","UBUS",1
"1489","907M23349","NATMed","csci","UBVLS",1
"1490","907M23362","NAT","csci","HBLS",6
"1491","907M23362","NAT","csci","HBUS",3
"1492","907M23362","NATHigh","csci","UBLS",9
"1493","907M23362","NATLow","csci","HBUS",9
"1494","907M23362","NATMed","csci","HBLS",6
"1495","907M23362","NATMed","csci","HBUS",3
"1496","907M23367","NAT","csci","HBLS",7
"1497","907M23367","NAT","csci","HBUS",2
"1498","907M23367","NATHigh","csci","HBLS",9
"1499","907M23367","NATLow","csci","HBUS",9
"1500","907M23367","NATMed","csci","HBLS",7
"1501","907M23367","NATMed","csci","HBUS",2
"1502","907M23385","NAT","csci","UBLS",6
"1503","907M23385","NAT","csci","UBUS",3
"1504","907M23385","NATHigh","csci","UBLS",8
"1505","907M23385","NATHigh","csci","UBVLS",1
"1506","907M23385","NATLow","csci","HBLS",2
"1507","907M23385","NATLow","csci","HBUS",7
"1508","907M23385","NATMed","csci","UBLS",6
"1509","907M23385","NATMed","csci","UBUS",3
"1510","907M23408","NAT","csci","UBLS",7
"1511","907M23408","NAT","csci","UBUS",2
"1512","907M23408","NATHigh","csci","UBLS",8
"1513","907M23408","NATHigh","csci","UBVLS",1
"1514","907M23408","NATLow","csci","UBLS",2
"1515","907M23408","NATLow","csci","UBUS",7
"1516","907M23408","NATMed","csci","UBLS",7
"1517","907M23408","NATMed","csci","UBUS",2
"1518","907S01418","NAT","csci","HBLS",6
"1519","907S01418","NAT","csci","HBUS",3
"1520","907S01418","NATHigh","csci","HBLS",9
"1521","907S01418","NATLow","csci","HBUS",9
"1522","907S01418","NATMed","csci","HBLS",6
"1523","907S01418","NATMed","csci","HBUS",3
"1524","907S11430","NATHigh","csci","UBLS",9
"1525","907S11430","NATLow","csci","HBLS",1
"1526","907S11430","NATLow","csci","HBUS",8
"1527","907S11430","NATMed","csci","HBLS",3
"1528","907S11430","NATMed","csci","HBUS",6
"1529","907S11430","SB2","csci","HBLS",1
"1530","907S11430","SB2","csci","HBUS",8
"1531","907SDBOC2","NAT","csci","HBLS",7
"1532","907SDBOC2","NAT","csci","HBUS",2
"1533","907SDBOC2","NATHigh","csci","HBLS",9
"1534","907SDBOC2","NATLow","csci","HBUS",9
"1535","907SDBOC2","NATMed","csci","HBLS",7
"1536","907SDBOC2","NATMed","csci","HBUS",2
"1537","907SDR1xx","NAT","csci","UBLS",7
"1538","907SDR1xx","NAT","csci","UBUS",2
"1539","907SDR1xx","NATHigh","csci","UBLS",8
"1540","907SDR1xx","NATHigh","csci","UBVLS",1
"1541","907SDR1xx","NATLow","csci","UBLS",2
"1542","907SDR1xx","NATLow","csci","UBUS",7
"1543","907SDR1xx","NATMed","csci","UBLS",7
"1544","907SDR1xx","NATMed","csci","UBUS",2
"1545","907SDRMTx","NAT","csci","UBLS",6
"1546","907SDRMTx","NAT","csci","UBUS",3
"1547","907SDRMTx","NATHigh","csci","UBLS",8
"1548","907SDRMTx","NATHigh","csci","UBVLS",1
"1549","907SDRMTx","NATLow","csci","UBLS",2
"1550","907SDRMTx","NATLow","csci","UBUS",7
"1551","907SDRMTx","NATMed","csci","UBLS",6
"1552","907SDRMTx","NATMed","csci","UBUS",3
"1553","907SDRS2x","NATHigh","csci","UBLS",8
"1554","907SDRS2x","NATHigh","csci","UBVLS",1
"1555","907SDRS2x","NATLow","csci","HBLS",2
"1556","907SDRS2x","NATLow","csci","HBUS",7
"1557","907SDRS2x","NATMed","csci","UBLS",7
"1558","907SDRS2x","NATMed","csci","UBUS",2
"1559","907SDRS2x","SB0","csci","UBLS",6
"1560","907SDRS2x","SB0","csci","UBUS",3
"1561","907SDSVC3","NAT","csci","UBLS",6
"1562","907SDSVC3","NAT","csci","UBUS",3
"1563","907SDSVC3","NATHigh","csci","UBLS",9
"1564","907SDSVC3","NATLow","csci","HBUS",9
"1565","907SDSVC3","NATMed","csci","UBLS",6
"1566","907SDSVC3","NATMed","csci","UBUS",3
"1567","907SSDR11","NAT","csci","UBLS",6
"1568","907SSDR11","NAT","csci","UBUS",3
"1569","907SSDR11","NATHigh","csci","UBLS",8
"1570","907SSDR11","NATHigh","csci","UBVLS",1
"1571","907SSDR11","NATLow","csci","HBLS",2
"1572","907SSDR11","NATLow","csci","HBUS",7
"1573","907SSDR11","NATMed","csci","UBLS",6
"1574","907SSDR11","NATMed","csci","UBUS",3
"1575","909M24969","NAT","csci","HBLS",7
"1576","909M24969","NAT","csci","HBUS",2
"1577","909M24969","NATHigh","csci","HBLS",9
"1578","909M24969","NATLow","csci","HBUS",9
"1579","909M24969","NATMed","csci","HBLS",7
"1580","909M24969","NATMed","csci","HBUS",2
"1581","909S14218","NAT","csci","HBLS",4
"1582","909S14218","NAT","csci","HBUS",5
"1583","909S14218","NATHigh","csci","HBLS",9
"1584","909S14218","NATLow","csci","HBLS",1
"1585","909S14218","NATLow","csci","HBUS",8
"1586","909S14218","NATMed","csci","HBLS",4
"1587","909S14218","NATMed","csci","HBUS",5
"1588","909WE1014","NAT","csci","HBLS",4
"1589","909WE1014","NAT","csci","HBUS",5
"1590","909WE1014","NATHigh","csci","UBLS",9
"1591","909WE1014","NATLow","csci","HBLS",1
"1592","909WE1014","NATLow","csci","HBUS",8
"1593","909WE1014","NATMed","csci","HBLS",4
"1594","909WE1014","NATMed","csci","HBUS",5
"1595","910M24979","NAT","csci","UBLS",8
"1596","910M24979","NAT","csci","UBUS",1
"1597","910M24979","NATHigh","csci","UBLS",9
"1598","910M24979","NATLow","csci","HBUS",9
"1599","910M24979","NATMed","csci","UBLS",8
"1600","910M24979","NATMed","csci","UBUS",1
"1601","911M24945","NAT","csci","UBLS",7
"1602","911M24945","NAT","csci","UBUS",2
"1603","911M24945","NATHigh","csci","UBLS",9
"1604","911M24945","NATLow","csci","HBUS",9
"1605","911M24945","NATMed","csci","UBLS",7
"1606","911M24945","NATMed","csci","UBUS",2
"1607","911M24982","NAT","csci","HBLS",5
"1608","911M24982","NAT","csci","HBUS",4
"1609","911M24982","NATHigh","csci","HBLS",9
"1610","911M24982","NATLow","csci","HBUS",9
"1611","911M24982","NATMed","csci","HBLS",5
"1612","911M24982","NATMed","csci","HBUS",4
"1613","911NCPCR2","NAT","csci","HBLS",6
"1614","911NCPCR2","NAT","csci","HBUS",3
"1615","911NCPCR2","NATHigh","csci","HBLS",9
"1616","911NCPCR2","NATLow","csci","HBUS",9
"1617","911NCPCR2","NATMed","csci","HBLS",6
"1618","911NCPCR2","NATMed","csci","HBUS",3
"1619","911NP9UCW","NAT","csci","HBLS",7
"1620","911NP9UCW","NAT","csci","HBUS",2
"1621","911NP9UCW","NATHigh","csci","UBLS",9
"1622","911NP9UCW","NATLow","csci","HBUS",9
"1623","911NP9UCW","NATMed","csci","HBLS",7
"1624","911NP9UCW","NATMed","csci","HBUS",2
"1625","911TJKTC5","NAT","csci","HBLS",6
"1626","911TJKTC5","NAT","csci","HBUS",3
"1627","911TJKTC5","NATHigh","csci","HBLS",9
"1628","911TJKTC5","NATLow","csci","HBUS",9
"1629","911TJKTC5","NATMed","csci","HBLS",6
"1630","911TJKTC5","NATMed","csci","HBUS",3
"1631","911TJWIL3","NAT","csci","HBLS",5
"1632","911TJWIL3","NAT","csci","HBUS",4
"1633","911TJWIL3","NATHigh","csci","HBLS",9
"1634","911TJWIL3","NATLow","csci","HBUS",9
"1635","911TJWIL3","NATMed","csci","HBLS",5
"1636","911TJWIL3","NATMed","csci","HBUS",4
"1637","ME-SCR","NAT","csci","UBLS",8
"1638","ME-SCR","NAT","csci","UBVLS",1
"1639","ME-SCR","NATHigh","csci","UBLS",4
"1640","ME-SCR","NATHigh","csci","UBVLS",5
"1641","ME-SCR","NATLow","csci","HBLS",6
"1642","ME-SCR","NATLow","csci","HBUS",3
"1643","ME-SCR","NATMed","csci","UBLS",8
"1644","ME-SCR","NATMed","csci","UBVLS",1
"1645","ME-VR2","NATHigh","csci","UBLS",8
"1646","ME-VR2","NATHigh","csci","UBVLS",1
"1647","ME-VR2","NATLow","csci","HBUS",9
"1648","ME-VR2","NATMed","csci","UBLS",8
"1649","ME-VR2","NATMed","csci","UBUS",1
"1650","SGLT506","NATHigh","csci","UBLS",9
"1651","SGLT506","NATLow","csci","UBUS",9
"1652","SGLT506","NATMed","csci","UBLS",9
"1653","SGLT506","SB2","csci","UBLS",5
"1654","SGLT506","SB2","csci","UBUS",4
"1655","SGUT503","NAT","csci","HBLS",8
"1656","SGUT503","NAT","csci","HBUS",1
"1657","SGUT503","NATHigh","csci","HBLS",9
"1658","SGUT503","NATLow","csci","HBUS",9
"1659","SGUT503","NATMed","csci","HBLS",8
"1660","SGUT503","NATMed","csci","HBUS",1
"1661","SMC00190","HB","csci","UBLS",3
"1662","SMC00190","HB","csci","UBUS",6
"1663","SMC00190","NATHigh","csci","UBLS",9
"1664","SMC00190","NATLow","csci","UBLS",3
"1665","SMC00190","NATLow","csci","UBUS",6
"1666","SMC00190","NATMed","csci","UBLS",8
"1667","SMC00190","NATMed","csci","UBUS",1
"1668","SMC00198","NAT","csci","UBLS",6
"1669","SMC00198","NAT","csci","UBUS",3
"1670","SMC00198","NATHigh","csci","UBLS",9
"1671","SMC00198","NATLow","csci","HBUS",9
"1672","SMC00198","NATMed","csci","UBLS",6
"1673","SMC00198","NATMed","csci","UBUS",3
"1674","SMC00236","HB","csci","UBUS",9
"1675","SMC00236","NATHigh","csci","UBLS",9
"1676","SMC00236","NATLow","csci","UBUS",9
"1677","SMC00236","NATMed","csci","UBLS",9
"1678","SMC00318","HB","csci","UBLS",3
"1679","SMC00318","HB","csci","UBUS",3
"1680","SMC00318","HB","csci","UBVLS",3
"1681","SMC00318","NATHigh","csci","UBLS",2
"1682","SMC00318","NATHigh","csci","UBVLS",7
"1683","SMC00318","NATLow","csci","UBLS",3
"1684","SMC00318","NATLow","csci","UBUS",3
"1685","SMC00318","NATLow","csci","UBVLS",3
"1686","SMC00318","NATMed","csci","UBLS",5
"1687","SMC00318","NATMed","csci","UBVLS",4
"1688","SMC00345","NAT","csci","UBLS",7
"1689","SMC00345","NAT","csci","UBUS",2
"1690","SMC00345","NATHigh","csci","UBLS",9
"1691","SMC00345","NATLow","csci","UBUS",9
"1692","SMC00345","NATMed","csci","UBLS",7
"1693","SMC00345","NATMed","csci","UBUS",2
"1694","SMC00436","HB","csci","UBLS",4
"1695","SMC00436","HB","csci","UBUS",5
"1696","SMC00436","NATHigh","csci","UBLS",7
"1697","SMC00436","NATHigh","csci","UBVLS",2
"1698","SMC00436","NATLow","csci","UBLS",2
"1699","SMC00436","NATLow","csci","UBUS",7
"1700","SMC00436","NATMed","csci","UBLS",8
"1701","SMC00436","NATMed","csci","UBUS",1
"1702","SMC00446","NATHigh","csci","UBLS",8
"1703","SMC00446","NATHigh","csci","UBVLS",1
"1704","SMC00446","NATLow","csci","UBLS",3
"1705","SMC00446","NATLow","csci","UBUS",6
"1706","SMC00446","NATMed","csci","UBLS",8
"1707","SMC00446","NATMed","csci","UBUS",1
"1708","SMC00446","SB0","csci","UBLS",6
"1709","SMC00446","SB0","csci","UBUS",3
"1710","SMC00473","NAT","csci","UBLS",6
"1711","SMC00473","NAT","csci","UBUS",3
"1712","SMC00473","NATHigh","csci","UBLS",9
"1713","SMC00473","NATLow","csci","HBUS",9
"1714","SMC00473","NATMed","csci","UBLS",6
"1715","SMC00473","NATMed","csci","UBUS",3
"1716","SMC00476","NAT","csci","HBLS",7
"1717","SMC00476","NAT","csci","HBUS",2
"1718","SMC00476","NATHigh","csci","HBLS",9
"1719","SMC00476","NATLow","csci","HBUS",9
"1720","SMC00476","NATMed","csci","HBLS",7
"1721","SMC00476","NATMed","csci","HBUS",2
"1722","SMC00574","HB","csci","UBLS",5
"1723","SMC00574","HB","csci","UBUS",3
"1724","SMC00574","HB","csci","UBVLS",1
"1725","SMC00574","NATHigh","csci","UBLS",6
"1726","SMC00574","NATHigh","csci","UBVLS",3
"1727","SMC00574","NATLow","csci","UBLS",3
"1728","SMC00574","NATLow","csci","UBUS",5
"1729","SMC00574","NATLow","csci","UBVLS",1
"1730","SMC00574","NATMed","csci","UBLS",7
"1731","SMC00574","NATMed","csci","UBVLS",2
"1732","SMC00693","NAT","csci","HBLS",7
"1733","SMC00693","NAT","csci","HBUS",2
"1734","SMC00693","NATHigh","csci","UBLS",9
"1735","SMC00693","NATLow","csci","HBUS",9
"1736","SMC00693","NATMed","csci","HBLS",7
"1737","SMC00693","NATMed","csci","HBUS",2
"1738","SMC00710","NAT","csci","UBLS",8
"1739","SMC00710","NAT","csci","UBUS",1
"1740","SMC00710","NATHigh","csci","UBLS",7
"1741","SMC00710","NATHigh","csci","UBVLS",2
"1742","SMC00710","NATLow","csci","HBLS",3
"1743","SMC00710","NATLow","csci","HBUS",6
"1744","SMC00710","NATMed","csci","UBLS",8
"1745","SMC00710","NATMed","csci","UBUS",1
"1746","SMC00729","NAT","csci","UBLS",5
"1747","SMC00729","NAT","csci","UBUS",4
"1748","SMC00729","NATHigh","csci","UBLS",9
"1749","SMC00729","NATLow","csci","HBLS",1
"1750","SMC00729","NATLow","csci","HBUS",8
"1751","SMC00729","NATMed","csci","UBLS",5
"1752","SMC00729","NATMed","csci","UBUS",4
"1753","SMC00873","NAT","csci","UBLS",6
"1754","SMC00873","NAT","csci","UBUS",3
"1755","SMC00873","NATHigh","csci","UBLS",9
"1756","SMC00873","NATLow","csci","HBUS",9
"1757","SMC00873","NATMed","csci","UBLS",6
"1758","SMC00873","NATMed","csci","UBUS",3
"1759","SMC00899","HB","csci","UBLS",2
"1760","SMC00899","HB","csci","UBUS",7
"1761","SMC00899","NATHigh","csci","UBLS",7
"1762","SMC00899","NATHigh","csci","UBVLS",2
"1763","SMC00899","NATLow","csci","UBLS",2
"1764","SMC00899","NATLow","csci","UBUS",7
"1765","SMC00899","NATMed","csci","UBLS",9
"1766","SMC00910","NATHigh","csci","UBLS",9
"1767","SMC00910","NATLow","csci","UBLS",1
"1768","SMC00910","NATLow","csci","UBUS",8
"1769","SMC00910","NATMed","csci","UBLS",6
"1770","SMC00910","NATMed","csci","UBUS",3
"1771","SMC00910","SB0","csci","UBLS",5
"1772","SMC00910","SB0","csci","UBUS",4
"1773","SMC00957","NAT","csci","UBLS",7
"1774","SMC00957","NAT","csci","UBUS",2
"1775","SMC00957","NATHigh","csci","UBLS",9
"1776","SMC00957","NATLow","csci","UBUS",9
"1777","SMC00957","NATMed","csci","UBLS",7
"1778","SMC00957","NATMed","csci","UBUS",2
"1779","SMC00958","NATHigh","csci","UBLS",6
"1780","SMC00958","NATHigh","csci","UBVLS",3
"1781","SMC00958","NATLow","csci","UBLS",3
"1782","SMC00958","NATLow","csci","UBUS",5
"1783","SMC00958","NATLow","csci","UBVLS",1
"1784","SMC00958","NATMed","csci","UBLS",6
"1785","SMC00958","NATMed","csci","UBUS",1
"1786","SMC00958","NATMed","csci","UBVLS",2
"1787","SMC00958","SB2","csci","UBLS",5
"1788","SMC00958","SB2","csci","UBUS",2
"1789","SMC00958","SB2","csci","UBVLS",2
"1790","SMC01049","NAT","csci","UBLS",4
"1791","SMC01049","NAT","csci","UBUS",5
"1792","SMC01049","NATHigh","csci","UBLS",9
"1793","SMC01049","NATLow","csci","HBLS",1
"1794","SMC01049","NATLow","csci","HBUS",8
"1795","SMC01049","NATMed","csci","UBLS",4
"1796","SMC01049","NATMed","csci","UBUS",5
"1797","SMC01151","NAT","csci","UBLS",6
"1798","SMC01151","NAT","csci","UBVLS",3
"1799","SMC01151","NATHigh","csci","UBLS",4
"1800","SMC01151","NATHigh","csci","UBVLS",5
"1801","SMC01151","NATLow","csci","UBLS",5
"1802","SMC01151","NATLow","csci","UBUS",4
"1803","SMC01151","NATMed","csci","UBLS",6
"1804","SMC01151","NATMed","csci","UBVLS",3
"1805","SMC01158","NAT","csci","UBLS",8
"1806","SMC01158","NAT","csci","UBUS",1
"1807","SMC01158","NATHigh","csci","UBLS",9
"1808","SMC01158","NATLow","csci","UBLS",1
"1809","SMC01158","NATLow","csci","UBUS",8
"1810","SMC01158","NATMed","csci","UBLS",8
"1811","SMC01158","NATMed","csci","UBUS",1
"1812","SMC01174","NAT","csci","UBLS",8
"1813","SMC01174","NAT","csci","UBUS",1
"1814","SMC01174","NATHigh","csci","UBLS",9
"1815","SMC01174","NATLow","csci","HBLS",1
"1816","SMC01174","NATLow","csci","HBUS",8
"1817","SMC01174","NATMed","csci","UBLS",8
"1818","SMC01174","NATMed","csci","UBUS",1
"1819","SMC01201","NAT","csci","HBLS",6
"1820","SMC01201","NAT","csci","HBUS",3
"1821","SMC01201","NATHigh","csci","UBLS",9
"1822","SMC01201","NATLow","csci","HBUS",9
"1823","SMC01201","NATMed","csci","HBLS",6
"1824","SMC01201","NATMed","csci","HBUS",3
"1825","SMC01257","NATHigh","csci","UBLS",9
"1826","SMC01257","NATLow","csci","HBUS",9
"1827","SMC01257","NATMed","csci","UBLS",6
"1828","SMC01257","NATMed","csci","UBUS",3
"1829","SMC01257","SB2","csci","UBLS",1
"1830","SMC01257","SB2","csci","UBUS",8
"1831","SMC01260","HB","csci","UBUS",9
"1832","SMC01260","NATHigh","csci","UBLS",9
"1833","SMC01260","NATLow","csci","UBUS",9
"1834","SMC01260","NATMed","csci","UBLS",9
"1835","SMC01278","HB","csci","UBLS",3
"1836","SMC01278","HB","csci","UBUS",5
"1837","SMC01278","HB","csci","UBVLS",1
"1838","SMC01278","NATHigh","csci","UBLS",6
"1839","SMC01278","NATHigh","csci","UBVLS",3
"1840","SMC01278","NATLow","csci","UBLS",2
"1841","SMC01278","NATLow","csci","UBUS",6
"1842","SMC01278","NATLow","csci","UBVLS",1
"1843","SMC01278","NATMed","csci","UBLS",7
"1844","SMC01278","NATMed","csci","UBVLS",2
"1845","SMC01320","NAT","csci","HBLS",7
"1846","SMC01320","NAT","csci","HBUS",2
"1847","SMC01320","NATHigh","csci","HBLS",9
"1848","SMC01320","NATLow","csci","HBUS",9
"1849","SMC01320","NATMed","csci","HBLS",7
"1850","SMC01320","NATMed","csci","HBUS",2
"1851","SMC01358","HB","csci","UBLS",3
"1852","SMC01358","HB","csci","UBUS",4
"1853","SMC01358","HB","csci","UBVLS",2
"1854","SMC01358","NATHigh","csci","UBLS",4
"1855","SMC01358","NATHigh","csci","UBVLS",5
"1856","SMC01358","NATLow","csci","UBLS",2
"1857","SMC01358","NATLow","csci","UBUS",5
"1858","SMC01358","NATLow","csci","UBVLS",2
"1859","SMC01358","NATMed","csci","UBLS",7
"1860","SMC01358","NATMed","csci","UBVLS",2
"1861","SMC01372","NAT","csci","UBLS",9
"1862","SMC01372","NATHigh","csci","UBLS",7
"1863","SMC01372","NATHigh","csci","UBVLS",2
"1864","SMC01372","NATLow","csci","HBUS",9
"1865","SMC01372","NATMed","csci","UBLS",9
"1866","SMC01384","NAT","csci","HBLS",9
"1867","SMC01384","NATHigh","csci","UBLS",9
"1868","SMC01384","NATLow","csci","HBUS",9
"1869","SMC01384","NATMed","csci","HBLS",9
"1870","SMC01413","NAT","csci","HBLS",8
"1871","SMC01413","NAT","csci","HBUS",1
"1872","SMC01413","NATHigh","csci","UBLS",9
"1873","SMC01413","NATLow","csci","HBLS",1
"1874","SMC01413","NATLow","csci","HBUS",8
"1875","SMC01413","NATMed","csci","HBLS",8
"1876","SMC01413","NATMed","csci","HBUS",1
"1877","SMC01452","HB","csci","UBUS",9
"1878","SMC01452","NATHigh","csci","UBLS",9
"1879","SMC01452","NATLow","csci","UBUS",9
"1880","SMC01452","NATMed","csci","UBLS",6
"1881","SMC01452","NATMed","csci","UBUS",3
"1882","SMC01544","NAT","csci","UBLS",7
"1883","SMC01544","NAT","csci","UBUS",2
"1884","SMC01544","NATHigh","csci","UBLS",9
"1885","SMC01544","NATLow","csci","HBUS",9
"1886","SMC01544","NATMed","csci","UBLS",7
"1887","SMC01544","NATMed","csci","UBUS",2
"1888","SMC01567","NAT","csci","UBLS",7
"1889","SMC01567","NAT","csci","UBUS",2
"1890","SMC01567","NATHigh","csci","UBLS",9
"1891","SMC01567","NATLow","csci","HBUS",9
"1892","SMC01567","NATMed","csci","UBLS",7
"1893","SMC01567","NATMed","csci","UBUS",2
"1894","SMC01726","HB","csci","UBLS",1
"1895","SMC01726","HB","csci","UBUS",6
"1896","SMC01726","HB","csci","UBVLS",2
"1897","SMC01726","NATHigh","csci","UBLS",6
"1898","SMC01726","NATHigh","csci","UBVLS",3
"1899","SMC01726","NATLow","csci","UBLS",1
"1900","SMC01726","NATLow","csci","UBUS",6
"1901","SMC01726","NATLow","csci","UBVLS",2
"1902","SMC01726","NATMed","csci","UBLS",6
"1903","SMC01726","NATMed","csci","UBUS",1
"1904","SMC01726","NATMed","csci","UBVLS",2
"1905","SMC01772","HB","csci","UBLS",3
"1906","SMC01772","HB","csci","UBUS",5
"1907","SMC01772","HB","csci","UBVLS",1
"1908","SMC01772","NATHigh","csci","UBLS",6
"1909","SMC01772","NATHigh","csci","UBVLS",3
"1910","SMC01772","NATLow","csci","UBLS",3
"1911","SMC01772","NATLow","csci","UBUS",5
"1912","SMC01772","NATLow","csci","UBVLS",1
"1913","SMC01772","NATMed","csci","UBLS",7
"1914","SMC01772","NATMed","csci","UBVLS",2
"1915","SMC01824","HB","csci","UBUS",9
"1916","SMC01824","NATHigh","csci","UBLS",9
"1917","SMC01824","NATLow","csci","UBUS",9
"1918","SMC01824","NATMed","csci","UBLS",9
"1919","SMC01912","HB","csci","UBLS",1
"1920","SMC01912","HB","csci","UBUS",8
"1921","SMC01912","NATHigh","csci","UBLS",9
"1922","SMC01912","NATLow","csci","UBUS",9
"1923","SMC01912","NATMed","csci","UBLS",8
"1924","SMC01912","NATMed","csci","UBUS",1
"1925","SMC01934","NATHigh","csci","UBLS",9
"1926","SMC01934","NATLow","csci","UBLS",1
"1927","SMC01934","NATLow","csci","UBUS",8
"1928","SMC01934","NATMed","csci","UBLS",6
"1929","SMC01934","NATMed","csci","UBUS",3
"1930","SMC01934","SB2","csci","UBLS",3
"1931","SMC01934","SB2","csci","UBUS",6
"1932","SMC01979","NAT","csci","HBLS",8
"1933","SMC01979","NAT","csci","HBUS",1
"1934","SMC01979","NATHigh","csci","HBLS",8
"1935","SMC01979","NATHigh","csci","HBVLS",1
"1936","SMC01979","NATLow","csci","HBUS",9
"1937","SMC01979","NATMed","csci","HBLS",8
"1938","SMC01979","NATMed","csci","HBUS",1
"1939","SMC01990","NATHigh","csci","UBLS",9
"1940","SMC01990","NATLow","csci","HBLS",1
"1941","SMC01990","NATLow","csci","HBUS",8
"1942","SMC01990","NATMed","csci","UBLS",8
"1943","SMC01990","NATMed","csci","UBUS",1
"1944","SMC01990","SB0","csci","UBLS",7
"1945","SMC01990","SB0","csci","UBUS",2
"1946","SMC02127","NAT","csci","UBLS",6
"1947","SMC02127","NAT","csci","UBUS",3
"1948","SMC02127","NATHigh","csci","UBLS",9
"1949","SMC02127","NATLow","csci","UBUS",9
"1950","SMC02127","NATMed","csci","UBLS",6
"1951","SMC02127","NATMed","csci","UBUS",3
"1952","SMC02152","NAT","csci","UBLS",8
"1953","SMC02152","NAT","csci","UBUS",1
"1954","SMC02152","NATHigh","csci","UBLS",9
"1955","SMC02152","NATLow","csci","UBUS",9
"1956","SMC02152","NATMed","csci","UBLS",8
"1957","SMC02152","NATMed","csci","UBUS",1
"1958","SMC02206","NATHigh","csci","UBLS",9
"1959","SMC02206","NATLow","csci","UBUS",9
"1960","SMC02206","NATMed","csci","UBLS",5
"1961","SMC02206","NATMed","csci","UBUS",4
"1962","SMC02206","SB2","csci","UBUS",9
"1963","SMC02228","HB","csci","UBLS",5
"1964","SMC02228","HB","csci","UBUS",4
"1965","SMC02228","NATHigh","csci","UBLS",4
"1966","SMC02228","NATHigh","csci","UBVLS",5
"1967","SMC02228","NATLow","csci","UBLS",5
"1968","SMC02228","NATLow","csci","UBUS",4
"1969","SMC02228","NATMed","csci","UBLS",8
"1970","SMC02228","NATMed","csci","UBVLS",1
"1971","SMC02270","HB","csci","UBUS",9
"1972","SMC02270","NATHigh","csci","UBLS",9
"1973","SMC02270","NATLow","csci","HBUS",9
"1974","SMC02270","NATMed","csci","UBLS",8
"1975","SMC02270","NATMed","csci","UBUS",1
"1976","SMC02284","HB","csci","UBLS",1
"1977","SMC02284","HB","csci","UBUS",8
"1978","SMC02284","NATHigh","csci","UBLS",9
"1979","SMC02284","NATLow","csci","UBUS",9
"1980","SMC02284","NATMed","csci","UBLS",9
"1981","SMC02417","HB","csci","UBUS",9
"1982","SMC02417","NATHigh","csci","UBLS",9
"1983","SMC02417","NATLow","csci","UBUS",9
"1984","SMC02417","NATMed","csci","UBLS",5
"1985","SMC02417","NATMed","csci","UBUS",4
"1986","SMC02484","HB","csci","UBLS",2
"1987","SMC02484","HB","csci","UBUS",5
"1988","SMC02484","HB","csci","UBVLS",2
"1989","SMC02484","NATHigh","csci","UBLS",6
"1990","SMC02484","NATHigh","csci","UBVLS",3
"1991","SMC02484","NATLow","csci","UBLS",2
"1992","SMC02484","NATLow","csci","UBUS",5
"1993","SMC02484","NATLow","csci","UBVLS",2
"1994","SMC02484","NATMed","csci","UBLS",5
"1995","SMC02484","NATMed","csci","UBUS",1
"1996","SMC02484","NATMed","csci","UBVLS",3
"1997","SMC02536","HB","csci","UBLS",1
"1998","SMC02536","HB","csci","UBUS",8
"1999","SMC02536","NATHigh","csci","UBLS",9
"2000","SMC02536","NATLow","csci","UBLS",1
"2001","SMC02536","NATLow","csci","UBUS",8
"2002","SMC02536","NATMed","csci","UBLS",6
"2003","SMC02536","NATMed","csci","UBUS",3
"2004","SMC02563","NATHigh","csci","UBLS",9
"2005","SMC02563","NATLow","csci","UBUS",9
"2006","SMC02563","NATMed","csci","UBLS",5
"2007","SMC02563","NATMed","csci","UBUS",4
"2008","SMC02563","SB2","csci","UBLS",1
"2009","SMC02563","SB2","csci","UBUS",8
"2010","SMC02591","NAT","csci","HBLS",7
"2011","SMC02591","NAT","csci","HBUS",2
"2012","SMC02591","NATHigh","csci","UBLS",9
"2013","SMC02591","NATLow","csci","HBUS",9
"2014","SMC02591","NATMed","csci","HBLS",7
"2015","SMC02591","NATMed","csci","HBUS",2
"2016","SMC02644","NATHigh","csci","UBLS",7
"2017","SMC02644","NATHigh","csci","UBVLS",2
"2018","SMC02644","NATLow","csci","UBLS",4
"2019","SMC02644","NATLow","csci","UBUS",5
"2020","SMC02644","NATMed","csci","UBLS",8
"2021","SMC02644","NATMed","csci","UBUS",1
"2022","SMC02644","SB0","csci","UBLS",7
"2023","SMC02644","SB0","csci","UBUS",2
"2024","SMC02656","HB","csci","UBUS",9
"2025","SMC02656","NATHigh","csci","UBLS",9
"2026","SMC02656","NATLow","csci","UBUS",9
"2027","SMC02656","NATMed","csci","UBLS",9
"2028","SMC02712","NAT","csci","HBLS",5
"2029","SMC02712","NAT","csci","HBUS",4
"2030","SMC02712","NATHigh","csci","UBLS",9
"2031","SMC02712","NATLow","csci","HBUS",9
"2032","SMC02712","NATMed","csci","HBLS",5
"2033","SMC02712","NATMed","csci","HBUS",4
"2034","SMC02933","NAT","csci","UBLS",8
"2035","SMC02933","NAT","csci","UBUS",1
"2036","SMC02933","NATHigh","csci","UBLS",9
"2037","SMC02933","NATLow","csci","HBUS",9
"2038","SMC02933","NATMed","csci","UBLS",8
"2039","SMC02933","NATMed","csci","UBUS",1
"2040","SMC02988","HB","csci","UBUS",9
"2041","SMC02988","NATHigh","csci","UBLS",9
