"","masterid","Threshold","Index","Result","n"
"2042","SMC02988","NATLow","csci","HBUS",9
"2043","SMC02988","NATMed","csci","UBLS",7
"2044","SMC02988","NATMed","csci","UBUS",2
"2045","SMC03110","NAT","csci","UBLS",6
"2046","SMC03110","NAT","csci","UBUS",3
"2047","SMC03110","NATHigh","csci","UBLS",8
"2048","SMC03110","NATHigh","csci","UBVLS",1
"2049","SMC03110","NATLow","csci","UBLS",2
"2050","SMC03110","NATLow","csci","UBUS",7
"2051","SMC03110","NATMed","csci","UBLS",6
"2052","SMC03110","NATMed","csci","UBUS",3
"2053","SMC03222","HB","csci","UBUS",9
"2054","SMC03222","NATHigh","csci","UBLS",9
"2055","SMC03222","NATLow","csci","UBUS",9
"2056","SMC03222","NATMed","csci","UBLS",6
"2057","SMC03222","NATMed","csci","UBUS",3
"2058","SMC03304","HB","csci","UBUS",9
"2059","SMC03304","NATHigh","csci","UBLS",9
"2060","SMC03304","NATLow","csci","UBUS",9
"2061","SMC03304","NATMed","csci","UBLS",9
"2062","SMC03390","HB","csci","UBLS",5
"2063","SMC03390","HB","csci","UBUS",3
"2064","SMC03390","HB","csci","UBVLS",1
"2065","SMC03390","NATHigh","csci","UBLS",6
"2066","SMC03390","NATHigh","csci","UBVLS",3
"2067","SMC03390","NATLow","csci","UBLS",3
"2068","SMC03390","NATLow","csci","UBUS",5
"2069","SMC03390","NATLow","csci","UBVLS",1
"2070","SMC03390","NATMed","csci","UBLS",7
"2071","SMC03390","NATMed","csci","UBVLS",2
"2072","SMC03646","HB","csci","UBLS",4
"2073","SMC03646","HB","csci","UBUS",4
"2074","SMC03646","HB","csci","UBVLS",1
"2075","SMC03646","NATHigh","csci","UBLS",4
"2076","SMC03646","NATHigh","csci","UBVLS",5
"2077","SMC03646","NATLow","csci","UBLS",5
"2078","SMC03646","NATLow","csci","UBUS",4
"2079","SMC03646","NATMed","csci","UBLS",8
"2080","SMC03646","NATMed","csci","UBVLS",1
"2081","SMC03737","HB","csci","UBUS",9
"2082","SMC03737","NATHigh","csci","UBLS",9
"2083","SMC03737","NATLow","csci","UBUS",9
"2084","SMC03737","NATMed","csci","UBLS",5
"2085","SMC03737","NATMed","csci","UBUS",4
"2086","SMC03929","NAT","csci","UBLS",9
"2087","SMC03929","NATHigh","csci","UBLS",9
"2088","SMC03929","NATLow","csci","HBUS",9
"2089","SMC03929","NATMed","csci","UBLS",9
"2090","SMC03984","NATHigh","csci","UBLS",9
"2091","SMC03984","NATLow","csci","HBUS",9
"2092","SMC03984","NATMed","csci","HBLS",8
"2093","SMC03984","NATMed","csci","HBUS",1
"2094","SMC04008","NATHigh","csci","UBLS",9
"2095","SMC04008","NATLow","csci","HBUS",9
"2096","SMC04008","NATMed","csci","HBLS",9
"2097","SMC04054","NAT","csci","UBLS",6
"2098","SMC04054","NAT","csci","UBUS",3
"2099","SMC04054","NATHigh","csci","UBLS",9
"2100","SMC04054","NATLow","csci","HBUS",9
"2101","SMC04054","NATMed","csci","UBLS",6
"2102","SMC04054","NATMed","csci","UBUS",3
"2103","SMC04121","NAT","csci","UBLS",8
"2104","SMC04121","NAT","csci","UBUS",1
"2105","SMC04121","NATHigh","csci","UBLS",9
"2106","SMC04121","NATLow","csci","UBUS",9
"2107","SMC04121","NATMed","csci","UBLS",8
"2108","SMC04121","NATMed","csci","UBUS",1
"2109","SMC04132","HB","csci","UBLS",7
"2110","SMC04132","HB","csci","UBUS",2
"2111","SMC04132","NATHigh","csci","UBLS",7
"2112","SMC04132","NATHigh","csci","UBVLS",2
"2113","SMC04132","NATLow","csci","HBLS",5
"2114","SMC04132","NATLow","csci","HBUS",4
"2115","SMC04132","NATMed","csci","UBLS",8
"2116","SMC04132","NATMed","csci","UBUS",1
"2117","SMC04175","NAT","csci","HBLS",7
"2118","SMC04175","NAT","csci","HBUS",2
"2119","SMC04175","NATHigh","csci","UBLS",9
"2120","SMC04175","NATLow","csci","HBUS",9
"2121","SMC04175","NATMed","csci","HBLS",7
"2122","SMC04175","NATMed","csci","HBUS",2
"2123","SMC04239","NAT","csci","HBLS",7
"2124","SMC04239","NAT","csci","HBUS",2
"2125","SMC04239","NATHigh","csci","UBLS",9
"2126","SMC04239","NATLow","csci","HBUS",9
"2127","SMC04239","NATMed","csci","HBLS",7
"2128","SMC04239","NATMed","csci","HBUS",2
"2129","SMC04264","NAT","csci","UBLS",9
"2130","SMC04264","NATHigh","csci","UBLS",9
"2131","SMC04264","NATLow","csci","UBUS",9
"2132","SMC04264","NATMed","csci","UBLS",9
"2133","SMC04294","NAT","csci","UBLS",6
"2134","SMC04294","NAT","csci","UBUS",3
"2135","SMC04294","NATHigh","csci","UBLS",9
"2136","SMC04294","NATLow","csci","HBUS",9
"2137","SMC04294","NATMed","csci","UBLS",6
"2138","SMC04294","NATMed","csci","UBUS",3
"2139","SMC04383","NAT","csci","HBLS",7
"2140","SMC04383","NAT","csci","HBUS",2
"2141","SMC04383","NATHigh","csci","UBLS",9
"2142","SMC04383","NATLow","csci","HBUS",9
"2143","SMC04383","NATMed","csci","HBLS",7
"2144","SMC04383","NATMed","csci","HBUS",2
"2145","SMC04399","NAT","csci","UBLS",8
"2146","SMC04399","NAT","csci","UBUS",1
"2147","SMC04399","NATHigh","csci","UBLS",8
"2148","SMC04399","NATHigh","csci","UBVLS",1
"2149","SMC04399","NATLow","csci","HBUS",9
"2150","SMC04399","NATMed","csci","UBLS",8
"2151","SMC04399","NATMed","csci","UBUS",1
"2152","SMC04524","NAT","csci","HBLS",7
"2153","SMC04524","NAT","csci","HBUS",2
"2154","SMC04524","NATHigh","csci","HBLS",9
"2155","SMC04524","NATLow","csci","HBUS",9
"2156","SMC04524","NATMed","csci","HBLS",7
"2157","SMC04524","NATMed","csci","HBUS",2
"2158","SMC04532","HB","csci","UBLS",4
"2159","SMC04532","HB","csci","UBUS",5
"2160","SMC04532","NATHigh","csci","UBLS",7
"2161","SMC04532","NATHigh","csci","UBVLS",2
"2162","SMC04532","NATLow","csci","HBLS",2
"2163","SMC04532","NATLow","csci","HBUS",7
"2164","SMC04532","NATMed","csci","UBLS",8
"2165","SMC04532","NATMed","csci","UBUS",1
"2166","SMC04661","NAT","csci","HBLS",7
"2167","SMC04661","NAT","csci","HBUS",2
"2168","SMC04661","NATHigh","csci","HBLS",7
"2169","SMC04661","NATHigh","csci","HBVLS",2
"2170","SMC04661","NATLow","csci","HBLS",2
"2171","SMC04661","NATLow","csci","HBUS",7
"2172","SMC04661","NATMed","csci","HBLS",7
"2173","SMC04661","NATMed","csci","HBUS",2
"2174","SMC04670","HB","csci","UBLS",5
"2175","SMC04670","HB","csci","UBUS",3
"2176","SMC04670","HB","csci","UBVLS",1
"2177","SMC04670","NATHigh","csci","UBLS",6
"2178","SMC04670","NATHigh","csci","UBVLS",3
"2179","SMC04670","NATLow","csci","UBLS",3
"2180","SMC04670","NATLow","csci","UBUS",5
"2181","SMC04670","NATLow","csci","UBVLS",1
"2182","SMC04670","NATMed","csci","UBLS",7
"2183","SMC04670","NATMed","csci","UBVLS",2
"2184","SMC04682","NAT","csci","HBLS",7
"2185","SMC04682","NAT","csci","HBUS",2
"2186","SMC04682","NATHigh","csci","HBLS",9
"2187","SMC04682","NATLow","csci","HBUS",9
"2188","SMC04682","NATMed","csci","HBLS",7
"2189","SMC04682","NATMed","csci","HBUS",2
"2190","SMC04748","NAT","csci","UBLS",8
"2191","SMC04748","NAT","csci","UBVLS",1
"2192","SMC04748","NATHigh","csci","UBLS",7
"2193","SMC04748","NATHigh","csci","UBVLS",2
"2194","SMC04748","NATLow","csci","HBLS",2
"2195","SMC04748","NATLow","csci","HBUS",7
"2196","SMC04748","NATMed","csci","UBLS",8
"2197","SMC04748","NATMed","csci","UBVLS",1
"2198","SMC04756","NATHigh","csci","UBLS",9
"2199","SMC04756","NATLow","csci","HBUS",9
"2200","SMC04756","NATMed","csci","UBLS",8
"2201","SMC04756","NATMed","csci","UBUS",1
"2202","SMC04756","SB0","csci","UBLS",7
"2203","SMC04756","SB0","csci","UBUS",2
"2204","SMC04880","NAT","csci","HBLS",7
"2205","SMC04880","NAT","csci","HBUS",2
"2206","SMC04880","NATHigh","csci","HBLS",9
"2207","SMC04880","NATLow","csci","HBUS",9
"2208","SMC04880","NATMed","csci","HBLS",7
"2209","SMC04880","NATMed","csci","HBUS",2
"2210","SMC04972","NATHigh","csci","HBLS",9
"2211","SMC04972","NATLow","csci","HBUS",9
"2212","SMC04972","NATMed","csci","HBLS",7
"2213","SMC04972","NATMed","csci","HBUS",2
"2214","SMC05109","NAT","csci","UBLS",7
"2215","SMC05109","NAT","csci","UBUS",2
"2216","SMC05109","NATHigh","csci","UBLS",9
"2217","SMC05109","NATLow","csci","UBUS",9
"2218","SMC05109","NATMed","csci","UBLS",7
"2219","SMC05109","NATMed","csci","UBUS",2
"2220","SMC05230","NATHigh","csci","UBLS",1
"2221","SMC05230","NATHigh","csci","UBVLS",8
"2222","SMC05230","NATLow","csci","HBLS",9
"2223","SMC05230","NATMed","csci","UBLS",1
"2224","SMC05230","NATMed","csci","UBVLS",8
"2225","SMC05230","SB2","csci","UBLS",3
"2226","SMC05230","SB2","csci","UBVLS",6
"2227","SMC05296","NAT","csci","HBLS",7
"2228","SMC05296","NAT","csci","HBUS",2
"2229","SMC05296","NATHigh","csci","HBLS",9
"2230","SMC05296","NATLow","csci","HBUS",9
"2231","SMC05296","NATMed","csci","HBLS",7
"2232","SMC05296","NATMed","csci","HBUS",2
"2233","SMC05332","NATHigh","csci","UBLS",9
"2234","SMC05332","NATLow","csci","HBLS",1
"2235","SMC05332","NATLow","csci","HBUS",8
"2236","SMC05332","NATMed","csci","UBLS",8
"2237","SMC05332","NATMed","csci","UBUS",1
"2238","SMC05407","NAT","csci","HBLS",7
"2239","SMC05407","NAT","csci","HBUS",2
"2240","SMC05407","NATHigh","csci","HBLS",9
"2241","SMC05407","NATLow","csci","HBUS",9
"2242","SMC05407","NATMed","csci","HBLS",7
"2243","SMC05407","NATMed","csci","HBUS",2
"2244","SMC05524","NATHigh","csci","UBLS",9
"2245","SMC05524","NATLow","csci","HBUS",9
"2246","SMC05524","NATMed","csci","UBLS",8
"2247","SMC05524","NATMed","csci","UBUS",1
"2248","SMC05524","SB2","csci","UBLS",3
"2249","SMC05524","SB2","csci","UBUS",6
"2250","SMC05702","NAT","csci","UBLS",8
"2251","SMC05702","NAT","csci","UBUS",1
"2252","SMC05702","NATHigh","csci","UBLS",8
"2253","SMC05702","NATHigh","csci","UBVLS",1
"2254","SMC05702","NATLow","csci","UBLS",3
"2255","SMC05702","NATLow","csci","UBUS",6
"2256","SMC05702","NATMed","csci","UBLS",8
"2257","SMC05702","NATMed","csci","UBUS",1
"2258","SMC05902","HB","csci","UBLS",1
"2259","SMC05902","HB","csci","UBUS",8
"2260","SMC05902","NATHigh","csci","UBLS",9
"2261","SMC05902","NATLow","csci","UBLS",1
"2262","SMC05902","NATLow","csci","UBUS",8
"2263","SMC05902","NATMed","csci","UBLS",7
"2264","SMC05902","NATMed","csci","UBUS",2
"2265","SMC05968","NAT","csci","HBLS",7
"2266","SMC05968","NAT","csci","HBUS",2
"2267","SMC05968","NATHigh","csci","HBLS",9
"2268","SMC05968","NATLow","csci","HBUS",9
"2269","SMC05968","NATMed","csci","HBLS",7
"2270","SMC05968","NATMed","csci","HBUS",2
"2271","SMC06188","NATHigh","csci","HBLS",9
"2272","SMC06188","NATLow","csci","HBUS",9
"2273","SMC06188","NATMed","csci","HBLS",7
"2274","SMC06188","NATMed","csci","HBUS",2
"2275","SMC06216","NAT","csci","HBLS",7
"2276","SMC06216","NAT","csci","HBUS",2
"2277","SMC06216","NATHigh","csci","HBLS",9
"2278","SMC06216","NATLow","csci","HBUS",9
"2279","SMC06216","NATMed","csci","HBLS",7
"2280","SMC06216","NATMed","csci","HBUS",2
"2281","SMC06302","NATHigh","csci","UBLS",9
"2282","SMC06302","NATLow","csci","UBUS",9
"2283","SMC06302","NATMed","csci","UBLS",5
"2284","SMC06302","NATMed","csci","UBUS",4
"2285","SMC06302","SB2","csci","UBUS",9
"2286","SMC06496","NAT","csci","UBLS",8
"2287","SMC06496","NAT","csci","UBUS",1
"2288","SMC06496","NATHigh","csci","UBLS",8
"2289","SMC06496","NATHigh","csci","UBVLS",1
"2290","SMC06496","NATLow","csci","HBLS",2
"2291","SMC06496","NATLow","csci","HBUS",7
"2292","SMC06496","NATMed","csci","UBLS",8
"2293","SMC06496","NATMed","csci","UBUS",1
"2294","SMC06714","NAT","csci","UBLS",8
"2295","SMC06714","NAT","csci","UBUS",1
"2296","SMC06714","NATHigh","csci","UBLS",9
"2297","SMC06714","NATLow","csci","UBLS",1
"2298","SMC06714","NATLow","csci","UBUS",8
"2299","SMC06714","NATMed","csci","UBLS",8
"2300","SMC06714","NATMed","csci","UBUS",1
"2301","SMC06740","HB","csci","UBLS",2
"2302","SMC06740","HB","csci","UBUS",7
"2303","SMC06740","NATHigh","csci","UBLS",8
"2304","SMC06740","NATHigh","csci","UBVLS",1
"2305","SMC06740","NATLow","csci","UBLS",2
"2306","SMC06740","NATLow","csci","UBUS",7
"2307","SMC06740","NATMed","csci","UBLS",7
"2308","SMC06740","NATMed","csci","UBUS",2
"2309","SMC06863","NAT","csci","HBLS",7
"2310","SMC06863","NAT","csci","HBUS",2
"2311","SMC06863","NATHigh","csci","HBLS",9
"2312","SMC06863","NATLow","csci","HBUS",9
"2313","SMC06863","NATMed","csci","HBLS",7
"2314","SMC06863","NATMed","csci","HBUS",2
"2315","SMC07085","HB","csci","UBUS",9
"2316","SMC07085","NATHigh","csci","UBLS",9
"2317","SMC07085","NATLow","csci","UBUS",9
"2318","SMC07085","NATMed","csci","UBLS",9
"2319","SMC07126","NAT","csci","UBLS",6
"2320","SMC07126","NAT","csci","UBUS",3
"2321","SMC07126","NATHigh","csci","UBLS",8
"2322","SMC07126","NATHigh","csci","UBVLS",1
"2323","SMC07126","NATLow","csci","UBLS",2
"2324","SMC07126","NATLow","csci","UBUS",7
"2325","SMC07126","NATMed","csci","UBLS",6
"2326","SMC07126","NATMed","csci","UBUS",3
"2327","SMC08094","NATHigh","csci","UBLS",1
"2328","SMC08094","NATHigh","csci","UBVLS",8
"2329","SMC08094","NATLow","csci","UBLS",8
"2330","SMC08094","NATLow","csci","UBVLS",1
"2331","SMC08094","NATMed","csci","UBLS",2
"2332","SMC08094","NATMed","csci","UBVLS",7
"2333","SMC08094","SB2","csci","UBLS",3
"2334","SMC08094","SB2","csci","UBVLS",6
"2335","SMC08150","NAT","csci","UBLS",6
"2336","SMC08150","NAT","csci","UBUS",3
"2337","SMC08150","NATHigh","csci","UBLS",9
"2338","SMC08150","NATLow","csci","HBUS",9
"2339","SMC08150","NATMed","csci","UBLS",6
"2340","SMC08150","NATMed","csci","UBUS",3
"2341","SMC08335","NAT","csci","HBLS",8
"2342","SMC08335","NAT","csci","HBUS",1
"2343","SMC08335","NATHigh","csci","UBLS",8
"2344","SMC08335","NATHigh","csci","UBVLS",1
"2345","SMC08335","NATLow","csci","HBUS",9
"2346","SMC08335","NATMed","csci","HBLS",8
"2347","SMC08335","NATMed","csci","HBUS",1
"2348","SMC08655","NATHigh","csci","HBLS",9
"2349","SMC08655","NATLow","csci","HBUS",9
"2350","SMC08655","NATMed","csci","HBLS",7
"2351","SMC08655","NATMed","csci","HBUS",2
"2352","SMC08766","HB","csci","UBLS",5
"2353","SMC08766","HB","csci","UBUS",3
"2354","SMC08766","HB","csci","UBVLS",1
"2355","SMC08766","NATHigh","csci","UBLS",6
"2356","SMC08766","NATHigh","csci","UBVLS",3
"2357","SMC08766","NATLow","csci","UBLS",3
"2358","SMC08766","NATLow","csci","UBUS",5
"2359","SMC08766","NATLow","csci","UBVLS",1
"2360","SMC08766","NATMed","csci","UBLS",7
"2361","SMC08766","NATMed","csci","UBVLS",2
"2362","SMC09118","NATHigh","csci","UBLS",1
"2363","SMC09118","NATHigh","csci","UBVLS",8
"2364","SMC09118","NATLow","csci","UBLS",8
"2365","SMC09118","NATLow","csci","UBVLS",1
"2366","SMC09118","NATMed","csci","UBLS",2
"2367","SMC09118","NATMed","csci","UBVLS",7
"2368","SMC09118","SB2","csci","UBLS",3
"2369","SMC09118","SB2","csci","UBVLS",6
"2370","SMC09534","HB","csci","UBLS",5
"2371","SMC09534","HB","csci","UBUS",3
"2372","SMC09534","HB","csci","UBVLS",1
"2373","SMC09534","NATHigh","csci","UBLS",6
"2374","SMC09534","NATHigh","csci","UBVLS",3
"2375","SMC09534","NATLow","csci","UBLS",3
"2376","SMC09534","NATLow","csci","UBUS",5
"2377","SMC09534","NATLow","csci","UBVLS",1
"2378","SMC09534","NATMed","csci","UBLS",7
"2379","SMC09534","NATMed","csci","UBVLS",2
"2380","SMC09564","NATHigh","csci","UBLS",7
"2381","SMC09564","NATHigh","csci","UBVLS",2
"2382","SMC09564","NATLow","csci","UBUS",9
"2383","SMC09564","NATMed","csci","UBLS",9
"2384","SMC09564","SB0","csci","UBLS",8
"2385","SMC09564","SB0","csci","UBUS",1
"2386","SMC11181","HB","csci","UBUS",9
"2387","SMC11181","NATHigh","csci","UBLS",9
"2388","SMC11181","NATLow","csci","UBUS",9
"2389","SMC11181","NATMed","csci","UBLS",9
"2390","SMC11727","NAT","csci","HBLS",7
"2391","SMC11727","NAT","csci","HBUS",2
"2392","SMC11727","NATHigh","csci","UBLS",9
"2393","SMC11727","NATLow","csci","HBUS",9
"2394","SMC11727","NATMed","csci","HBLS",7
"2395","SMC11727","NATMed","csci","HBUS",2
"2396","SMC12862","HB","csci","UBLS",5
"2397","SMC12862","HB","csci","UBUS",3
"2398","SMC12862","HB","csci","UBVLS",1
"2399","SMC12862","NATHigh","csci","UBLS",6
"2400","SMC12862","NATHigh","csci","UBVLS",3
"2401","SMC12862","NATLow","csci","UBLS",3
"2402","SMC12862","NATLow","csci","UBUS",5
"2403","SMC12862","NATLow","csci","UBVLS",1
"2404","SMC12862","NATMed","csci","UBLS",7
"2405","SMC12862","NATMed","csci","UBVLS",2
"2406","SMC13214","NATHigh","csci","UBLS",1
"2407","SMC13214","NATHigh","csci","UBVLS",8
"2408","SMC13214","NATLow","csci","UBLS",8
"2409","SMC13214","NATLow","csci","UBVLS",1
"2410","SMC13214","NATMed","csci","UBLS",2
"2411","SMC13214","NATMed","csci","UBVLS",7
"2412","SMC13214","SB2","csci","UBLS",3
"2413","SMC13214","SB2","csci","UBVLS",6
"2414","SMC13391","NAT","csci","HBLS",7
"2415","SMC13391","NAT","csci","HBUS",2
"2416","SMC13391","NATHigh","csci","UBLS",9
"2417","SMC13391","NATLow","csci","HBUS",9
"2418","SMC13391","NATMed","csci","HBLS",7
"2419","SMC13391","NATMed","csci","HBUS",2
"2420","SMC13630","HB","csci","UBLS",5
"2421","SMC13630","HB","csci","UBUS",3
"2422","SMC13630","HB","csci","UBVLS",1
"2423","SMC13630","NATHigh","csci","UBLS",6
"2424","SMC13630","NATHigh","csci","UBVLS",3
"2425","SMC13630","NATLow","csci","UBLS",3
"2426","SMC13630","NATLow","csci","UBUS",5
"2427","SMC13630","NATLow","csci","UBVLS",1
"2428","SMC13630","NATMed","csci","UBLS",7
"2429","SMC13630","NATMed","csci","UBVLS",2
"2430","SMC15678","HB","csci","UBLS",5
"2431","SMC15678","HB","csci","UBUS",3
"2432","SMC15678","HB","csci","UBVLS",1
"2433","SMC15678","NATHigh","csci","UBLS",6
"2434","SMC15678","NATHigh","csci","UBVLS",3
"2435","SMC15678","NATLow","csci","UBLS",3
"2436","SMC15678","NATLow","csci","UBUS",5
"2437","SMC15678","NATLow","csci","UBVLS",1
"2438","SMC15678","NATMed","csci","UBLS",7
"2439","SMC15678","NATMed","csci","UBVLS",2
"2440","SMC16045","HB","csci","UBUS",9
"2441","SMC16045","NATHigh","csci","UBLS",9
"2442","SMC16045","NATLow","csci","UBUS",9
"2443","SMC16045","NATMed","csci","UBLS",9
"2444","SMC16169","NAT","csci","HBLS",7
"2445","SMC16169","NAT","csci","HBUS",2
"2446","SMC16169","NATHigh","csci","UBLS",9
"2447","SMC16169","NATLow","csci","HBLS",1
"2448","SMC16169","NATLow","csci","HBUS",8
"2449","SMC16169","NATMed","csci","HBLS",7
"2450","SMC16169","NATMed","csci","HBUS",2
"2451","SMC16266","NAT","csci","HBLS",5
"2452","SMC16266","NAT","csci","HBUS",4
"2453","SMC16266","NATHigh","csci","UBLS",9
"2454","SMC16266","NATLow","csci","HBLS",1
"2455","SMC16266","NATLow","csci","HBUS",8
"2456","SMC16266","NATMed","csci","HBLS",5
"2457","SMC16266","NATMed","csci","HBUS",4
"2458","SMC16446","NAT","csci","HBLS",7
"2459","SMC16446","NAT","csci","HBUS",2
"2460","SMC16446","NATHigh","csci","UBLS",9
"2461","SMC16446","NATLow","csci","HBUS",9
"2462","SMC16446","NATMed","csci","HBLS",7
"2463","SMC16446","NATMed","csci","HBUS",2
"2464","SMC16832","HB","csci","UBLS",5
"2465","SMC16832","HB","csci","UBUS",3
"2466","SMC16832","HB","csci","UBVLS",1
"2467","SMC16832","NATHigh","csci","UBLS",6
"2468","SMC16832","NATHigh","csci","UBVLS",3
"2469","SMC16832","NATLow","csci","UBLS",3
"2470","SMC16832","NATLow","csci","UBUS",5
"2471","SMC16832","NATLow","csci","UBVLS",1
"2472","SMC16832","NATMed","csci","UBLS",7
"2473","SMC16832","NATMed","csci","UBVLS",2
"2474","SMC16980","NAT","csci","HBLS",6
"2475","SMC16980","NAT","csci","HBUS",3
"2476","SMC16980","NATHigh","csci","HBLS",9
"2477","SMC16980","NATLow","csci","HBUS",9
"2478","SMC16980","NATMed","csci","HBLS",6
"2479","SMC16980","NATMed","csci","HBUS",3
"2480","SMC17056","NAT","csci","UBLS",9
"2481","SMC17056","NATHigh","csci","UBLS",7
"2482","SMC17056","NATHigh","csci","UBVLS",2
"2483","SMC17056","NATLow","csci","HBUS",9
"2484","SMC17056","NATMed","csci","UBLS",9
"2485","SMC17432","HB","csci","UBLS",5
"2486","SMC17432","HB","csci","UBUS",3
"2487","SMC17432","HB","csci","UBVLS",1
"2488","SMC17432","NATHigh","csci","UBLS",6
"2489","SMC17432","NATHigh","csci","UBVLS",3
"2490","SMC17432","NATLow","csci","UBLS",3
"2491","SMC17432","NATLow","csci","UBUS",5
"2492","SMC17432","NATLow","csci","UBVLS",1
"2493","SMC17432","NATMed","csci","UBLS",7
"2494","SMC17432","NATMed","csci","UBVLS",2
"2495","SMC18046","NATHigh","csci","UBLS",9
"2496","SMC18046","NATLow","csci","HBUS",9
"2497","SMC18046","NATMed","csci","HBLS",6
"2498","SMC18046","NATMed","csci","HBUS",3
"2499","SMC18169","NATHigh","csci","UBLS",5
"2500","SMC18169","NATHigh","csci","UBVLS",4
"2501","SMC18169","NATLow","csci","HBLS",2
"2502","SMC18169","NATLow","csci","HBUS",7
"2503","SMC18169","NATMed","csci","UBLS",9
"2504","SMC18169","SB2","csci","UBLS",9
"2505","SMC19697","NAT","csci","UBLS",8
"2506","SMC19697","NAT","csci","UBUS",1
"2507","SMC19697","NATHigh","csci","UBLS",8
"2508","SMC19697","NATHigh","csci","UBVLS",1
"2509","SMC19697","NATLow","csci","HBUS",9
"2510","SMC19697","NATMed","csci","UBLS",8
"2511","SMC19697","NATMed","csci","UBUS",1
"2512","SMC19809","NAT","csci","HBLS",7
"2513","SMC19809","NAT","csci","HBUS",2
"2514","SMC19809","NATHigh","csci","HBLS",9
"2515","SMC19809","NATLow","csci","HBUS",9
"2516","SMC19809","NATMed","csci","HBLS",7
"2517","SMC19809","NATMed","csci","HBUS",2
"2518","SMC19945","NAT","csci","HBLS",7
"2519","SMC19945","NAT","csci","HBUS",2
"2520","SMC19945","NATHigh","csci","HBLS",9
"2521","SMC19945","NATLow","csci","HBUS",9
"2522","SMC19945","NATMed","csci","HBLS",7
"2523","SMC19945","NATMed","csci","HBUS",2
"2524","SMC20032","HB","csci","UBLS",5
"2525","SMC20032","HB","csci","UBUS",3
"2526","SMC20032","HB","csci","UBVLS",1
"2527","SMC20032","NATHigh","csci","UBLS",6
"2528","SMC20032","NATHigh","csci","UBVLS",3
"2529","SMC20032","NATLow","csci","UBLS",3
"2530","SMC20032","NATLow","csci","UBUS",5
"2531","SMC20032","NATLow","csci","UBVLS",1
"2532","SMC20032","NATMed","csci","UBLS",7
"2533","SMC20032","NATMed","csci","UBVLS",2
"2534","SMC20497","NAT","csci","UBLS",8
"2535","SMC20497","NAT","csci","UBUS",1
"2536","SMC20497","NATHigh","csci","UBLS",8
"2537","SMC20497","NATHigh","csci","UBVLS",1
"2538","SMC20497","NATLow","csci","HBUS",9
"2539","SMC20497","NATMed","csci","UBLS",8
"2540","SMC20497","NATMed","csci","UBUS",1
"2541","SMC20994","HB","csci","UBLS",1
"2542","SMC20994","HB","csci","UBUS",8
"2543","SMC20994","NATHigh","csci","UBLS",9
"2544","SMC20994","NATLow","csci","UBLS",1
"2545","SMC20994","NATLow","csci","UBUS",8
"2546","SMC20994","NATMed","csci","UBLS",7
"2547","SMC20994","NATMed","csci","UBUS",2
"2548","SMC21796","HB","csci","UBLS",2
"2549","SMC21796","HB","csci","UBUS",5
"2550","SMC21796","HB","csci","UBVLS",2
"2551","SMC21796","NATHigh","csci","UBLS",7
"2552","SMC21796","NATHigh","csci","UBVLS",2
"2553","SMC21796","NATLow","csci","UBLS",2
"2554","SMC21796","NATLow","csci","UBUS",6
"2555","SMC21796","NATLow","csci","UBVLS",1
"2556","SMC21796","NATMed","csci","UBLS",7
"2557","SMC21796","NATMed","csci","UBVLS",2
"2558","SMC21822","NATHigh","csci","UBLS",2
"2559","SMC21822","NATHigh","csci","UBVLS",7
"2560","SMC21822","NATLow","csci","HBLS",8
"2561","SMC21822","NATLow","csci","HBUS",1
"2562","SMC21822","NATMed","csci","UBLS",1
"2563","SMC21822","NATMed","csci","UBUS",1
"2564","SMC21822","NATMed","csci","UBVLS",7
"2565","SMC21921","HB","csci","UBUS",9
"2566","SMC21921","NATHigh","csci","UBLS",9
"2567","SMC21921","NATLow","csci","UBUS",9
"2568","SMC21921","NATMed","csci","UBLS",9
"2569","SMC22521","HB","csci","UBUS",9
"2570","SMC22521","NATHigh","csci","UBLS",9
"2571","SMC22521","NATLow","csci","UBUS",9
"2572","SMC22521","NATMed","csci","UBLS",9
"2573","SMC31343","NATHigh","csci","UBLS",9
"2574","SMC31343","NATLow","csci","UBUS",9
"2575","SMC31343","NATMed","csci","UBLS",7
"2576","SMC31343","NATMed","csci","UBUS",2
"2577","SMC32718","NAT","csci","HBLS",6
"2578","SMC32718","NAT","csci","HBUS",3
"2579","SMC32718","NATHigh","csci","UBLS",9
"2580","SMC32718","NATLow","csci","HBUS",9
"2581","SMC32718","NATMed","csci","HBLS",6
"2582","SMC32718","NATMed","csci","HBUS",3
"2583","SMC33179","NAT","csci","HBLS",7
"2584","SMC33179","NAT","csci","HBUS",2
"2585","SMC33179","NATHigh","csci","HBLS",7
"2586","SMC33179","NATHigh","csci","HBVLS",2
"2587","SMC33179","NATLow","csci","HBLS",2
"2588","SMC33179","NATLow","csci","HBUS",7
"2589","SMC33179","NATMed","csci","HBLS",7
"2590","SMC33179","NATMed","csci","HBUS",2
"2591","SMC35697","NAT","csci","HBLS",8
"2592","SMC35697","NAT","csci","HBUS",1
"2593","SMC35697","NATHigh","csci","UBLS",8
"2594","SMC35697","NATHigh","csci","UBVLS",1
"2595","SMC35697","NATLow","csci","HBUS",9
"2596","SMC35697","NATMed","csci","HBLS",8
"2597","SMC35697","NATMed","csci","HBUS",1
"2598","SMC35837","NAT","csci","HBLS",7
"2599","SMC35837","NAT","csci","HBUS",2
"2600","SMC35837","NATHigh","csci","UBLS",9
